Latitude,Longitude,Rainfall (mm),Temperature (°C),Humidity (%),River Discharge (m³/s),Water Level (m),Elevation (m),Land Cover,Soil Type,Population Density,Infrastructure,Historical Floods,Flood Occurred
22.56235,76.95832,22.42,33.2,25.4,1900.6,5.81,216.7,Urban,Clay,11573.0,0,3,0
26.75495,87.65126,405.86,29.4,100.0,20309.7,18.0,93.6,Forest,Silt,4595.0,0,2,1
17.85539,74.98817,4.73,21.3,58.9,511.5,2.14,554.9,Forest,Silt,9910.0,0,1,0
26.30139,91.78925,99.1,35.0,79.1,8234.8,18.0,54.5,Urban,Alluvial,5366.0,1,3,1
26.24867,90.62372,32.6,20.9,62.7,7420.9,15.14,68.2,Forest,Alluvial,11048.9,0,4,1
28.67721,77.25545,10.58,28.4,36.6,2513.8,5.1,233.2,Forest,Silt,9028.6,1,4,0
22.65868,77.89321,123.23,25.0,89.5,4129.4,12.86,58.2,Water Body,Clay,11264.9,1,1,1
18.7235,76.43384,10.81,17.5,40.6,537.7,2.1,760.5,Forest,Alluvial,7778.0,0,5,0
19.93398,86.23959,20.21,21.9,35.9,3988.7,7.97,61.2,Wetland,Clay,6725.0,0,0,0
25.74273,92.9868,41.71,30.3,32.2,6834.1,14.91,106.1,Agricultural,Alluvial,2093.2,1,1,1
10.32164,75.87,103.72,28.3,66.4,4352.3,11.72,53.6,Urban,Loam,5116.4,1,1,1
16.94045,80.30026,75.05,29.7,48.7,4948.1,12.71,26.8,Urban,Sandy,10918.3,1,5,1
26.53323,84.93654,80.93,31.7,77.1,6094.5,14.2,41.4,Wetland,Silt,4092.7,1,1,1
28.71619,77.46969,179.02,27.2,100.0,5667.1,15.77,196.0,Agricultural,Alluvial,11893.8,1,1,1
18.97415,77.22566,0.47,27.5,52.1,283.9,0.2,547.7,Agricultural,Clay,6970.6,0,8,0
20.19118,84.82839,1.67,23.2,52.9,3362.2,7.68,84.0,Urban,Alluvial,4115.7,1,4,0
25.18288,72.81513,18.46,30.6,37.4,181.4,2.32,349.8,Urban,Alluvial,11278.6,0,2,0
22.65685,75.61999,44.25,29.8,52.5,3219.4,8.15,232.9,Urban,Clay,9292.8,1,6,1
25.82597,92.72168,68.75,24.3,69.0,7754.9,18.0,77.4,Urban,Loam,5772.9,1,4,1
15.38239,75.51805,10.55,21.8,51.8,382.9,1.56,496.9,Agricultural,Clay,11032.6,1,0,0
27.47751,93.40124,20.89,31.0,45.5,5683.7,11.72,41.9,Urban,Clay,9333.7,0,2,1
21.38468,84.74168,2.15,31.9,55.7,3059.6,7.7,45.9,Water Body,Clay,6363.4,1,2,0
10.3333,76.8665,143.93,31.3,84.5,4827.8,13.9,165.9,Wetland,Clay,8907.6,1,2,1
10.50441,76.67787,147.91,26.0,100.0,4850.8,14.51,70.9,Urban,Alluvial,6001.9,0,3,1
29.15533,77.44355,21.6,25.7,52.6,1902.2,4.57,216.4,Agricultural,Alluvial,1020.4,1,1,0
16.23415,76.16885,103.03,34.9,58.5,841.6,5.78,571.3,Agricultural,Clay,6158.9,1,0,0
26.84847,94.63858,223.81,30.6,100.0,16530.6,18.0,41.1,Forest,Alluvial,6369.5,0,3,1
19.31184,76.92235,6.79,22.0,45.7,381.2,1.07,685.9,Wetland,Sandy,2133.3,0,4,0
10.584,76.84717,263.24,26.5,100.0,6811.1,18.0,195.9,Forest,Silt,3090.8,1,3,1
28.73241,77.68703,137.53,35.2,100.0,5469.5,14.43,238.2,Wetland,Alluvial,9128.5,1,8,1
21.5692,73.716,8.12,31.1,48.9,2517.6,4.34,289.2,Agricultural,Silt,1054.5,1,1,0
19.95404,86.27342,111.08,31.4,59.1,7294.6,18.0,65.1,Water Body,Loam,3583.6,0,3,1
26.38931,83.43973,35.75,35.5,59.7,5031.6,11.95,115.0,Agricultural,Clay,4154.9,1,7,1
28.79795,77.52349,56.64,28.8,54.2,3502.9,7.59,208.5,Agricultural,Loam,6662.2,1,2,1
9.44319,76.01796,153.22,29.3,100.0,5124.0,13.92,168.3,Forest,Alluvial,9342.9,0,4,1
26.59677,91.45955,19.43,32.4,54.4,5449.9,12.04,144.0,Agricultural,Sandy,9692.7,1,4,1
27.73764,71.40784,7.91,31.2,32.5,221.0,1.1,175.7,Urban,Sandy,400.1,0,3,0
27.06844,72.25828,4.81,25.7,34.3,167.6,2.58,206.9,Forest,Alluvial,5745.6,1,7,0
17.75166,82.06218,86.18,23.0,57.9,5186.9,12.85,78.0,Agricultural,Alluvial,11988.0,0,2,1
20.32962,85.73321,41.31,31.7,57.4,5536.7,10.84,21.2,Forest,Alluvial,4369.8,1,4,1
17.35997,80.08641,12.16,29.7,37.5,2299.9,5.4,62.7,Forest,Sandy,1263.1,1,4,0
29.21176,77.77951,120.91,24.5,78.2,4428.1,12.88,194.4,Agricultural,Alluvial,8851.9,1,2,1
20.72308,86.85412,63.52,20.5,62.7,6854.7,16.06,15.9,Forest,Alluvial,9708.5,1,0,1
26.0282,81.57857,19.7,28.6,55.5,4396.2,8.61,75.3,Water Body,Clay,8895.2,0,0,1
27.25456,90.51198,89.92,21.1,71.5,8035.9,18.0,61.1,Urban,Alluvial,7090.8,1,1,1
26.50071,87.34282,41.42,30.2,55.5,6243.4,13.75,42.4,Urban,Alluvial,8549.2,0,1,1
9.26756,76.25161,0.05,26.1,52.3,1069.2,2.61,15.1,Wetland,Loam,4682.4,0,0,0
22.27016,74.65982,29.67,34.1,52.0,2530.6,6.89,298.3,Water Body,Sandy,11247.3,0,2,0
26.24279,70.53893,12.89,32.8,33.9,112.2,0.2,268.9,Wetland,Clay,3326.9,1,2,0
17.86486,80.6402,17.82,20.3,42.1,4341.3,9.72,105.7,Forest,Loam,881.7,0,1,1
28.60318,77.63042,110.68,29.9,72.0,4580.8,14.48,206.6,Forest,Sandy,8912.7,1,2,1
17.88535,81.4681,25.33,26.2,51.9,2969.4,6.44,110.4,Water Body,Alluvial,1498.8,0,6,0
28.6368,77.42441,87.21,23.4,68.9,4943.1,12.22,209.3,Urban,Alluvial,4765.9,1,3,1
16.82844,74.96232,26.03,18.7,20.0,637.3,2.51,510.9,Urban,Alluvial,1808.3,1,3,0
25.01567,87.52002,25.8,24.6,32.2,6687.8,14.26,116.3,Agricultural,Sandy,1558.8,1,1,1
21.00501,86.73051,142.07,25.4,100.0,8358.3,18.0,65.1,Agricultural,Clay,9212.8,1,1,1
27.42759,74.47244,1.59,29.7,24.6,187.8,1.43,268.1,Agricultural,Sandy,2697.2,0,5,0
10.96841,76.72729,43.46,32.6,44.9,2566.1,6.29,43.4,Water Body,Loam,10554.4,0,2,0
17.87483,80.23118,71.54,31.7,56.2,4136.0,11.62,70.2,Urban,Alluvial,11831.2,1,2,1
14.51608,76.71969,55.47,25.0,54.2,682.8,3.72,647.7,Urban,Loam,7150.9,0,2,0
21.37595,84.68748,122.16,23.1,74.1,8172.1,18.0,46.8,Water Body,Loam,5293.6,1,4,1
22.20128,76.33478,23.26,34.1,57.4,1789.8,3.97,289.0,Agricultural,Clay,3491.0,1,2,0
20.13204,86.75466,157.12,27.6,65.8,9300.6,18.0,70.6,Water Body,Alluvial,10887.1,1,3,1
28.50392,77.14747,84.83,24.0,78.6,4394.8,10.62,215.3,Forest,Sandy,9318.4,0,1,1
17.29304,75.5976,49.28,27.6,76.3,395.9,3.01,615.1,Water Body,Silt,3191.5,1,2,0
27.30959,93.02007,7.07,21.4,51.2,3095.2,6.4,109.9,Forest,Alluvial,1825.7,0,5,0
27.17803,90.12209,163.38,25.9,89.9,12992.7,18.0,105.1,Agricultural,Clay,1959.8,1,3,1
22.88622,78.18718,85.49,34.1,55.7,3691.1,9.9,102.3,Agricultural,Silt,9287.3,0,1,1
29.49552,76.957,74.01,26.0,61.1,3762.1,10.56,225.4,Water Body,Alluvial,1865.9,0,3,1
19.97149,85.06881,15.97,24.0,28.7,4792.9,10.45,71.0,Urban,Alluvial,2974.1,0,2,1
22.82651,78.13358,2.27,35.1,42.1,2174.8,4.19,277.8,Water Body,Alluvial,6126.1,0,1,0
26.17973,83.73682,67.8,26.2,47.6,5596.3,12.23,74.3,Agricultural,Alluvial,4964.8,0,1,1
26.97879,90.7943,270.13,34.4,100.0,15985.2,18.0,132.3,Agricultural,Alluvial,5009.3,0,2,1
15.36155,76.08298,1.07,27.9,20.0,315.4,0.97,540.9,Water Body,Sandy,3448.3,0,1,0
9.60272,76.65728,126.45,20.1,72.4,4190.7,12.05,146.1,Forest,Silt,10064.2,0,0,1
29.27326,77.12093,79.27,32.8,63.7,5153.5,13.06,229.9,Agricultural,Clay,10236.5,0,0,1
17.41732,76.21509,13.55,30.1,63.9,635.5,1.84,475.0,Urban,Clay,2117.4,1,3,0
19.97237,85.2519,97.64,26.9,95.2,7099.7,17.1,47.6,Forest,Sandy,4714.4,1,0,1
29.35498,76.85438,37.73,26.6,43.5,2750.7,6.53,221.4,Agricultural,Clay,7046.5,1,0,0
25.81774,72.43607,14.11,35.5,52.4,165.6,1.57,241.9,Agricultural,Alluvial,4307.3,0,5,0
29.03967,77.19815,34.1,36.7,33.1,2688.2,5.39,215.3,Agricultural,Loam,3406.5,0,0,0
27.03908,90.95495,37.44,24.0,45.1,5936.0,13.02,137.6,Agricultural,Silt,8385.7,1,0,1
25.80239,73.38486,20.27,28.9,46.4,172.6,0.71,344.0,Agricultural,Clay,5097.2,1,0,0
14.85281,77.24383,22.24,32.3,56.8,504.6,2.41,684.2,Agricultural,Clay,9416.0,1,3,0
21.07896,86.26929,5.9,15.7,74.6,3131.0,6.68,16.6,Forest,Clay,9022.6,0,3,0
21.22944,86.12441,207.36,24.3,100.0,10565.9,18.0,76.6,Urban,Clay,1734.0,0,3,1
17.90928,79.7817,398.03,26.5,100.0,13115.1,18.0,113.7,Agricultural,Clay,3827.7,1,4,1
11.18748,76.47635,89.12,24.3,79.5,3427.7,9.92,54.5,Agricultural,Loam,2132.4,0,5,1
28.84859,77.01089,59.79,28.7,46.3,3162.5,6.31,207.1,Urban,Alluvial,11583.7,1,2,1
22.11794,76.45893,36.12,29.6,46.7,2125.5,5.68,140.1,Forest,Loam,6080.9,1,2,0
20.97227,85.42776,307.15,22.6,100.0,12571.7,18.0,74.4,Water Body,Clay,7752.6,1,1,1
27.44303,95.48028,53.09,26.2,47.5,8468.1,18.0,145.3,Forest,Loam,4807.1,0,0,1
25.23181,72.81115,14.09,23.4,33.1,155.1,0.2,347.9,Agricultural,Loam,10449.0,1,3,0
22.10537,77.42741,12.2,23.3,33.3,1825.6,3.2,317.1,Agricultural,Alluvial,7617.6,1,2,0
17.78447,75.50004,3.25,36.3,61.6,430.8,1.95,580.8,Forest,Loam,1463.5,0,1,0
15.72277,76.77344,46.68,30.0,57.1,604.9,2.68,592.0,Agricultural,Loam,2424.3,1,8,0
17.76372,76.01018,10.86,33.3,37.9,570.9,0.2,570.8,Agricultural,Loam,428.5,1,1,0
26.92627,72.1701,0.45,30.1,46.7,132.4,0.82,187.3,Forest,Alluvial,8603.3,1,5,0
23.13571,74.59191,43.92,33.5,35.9,1781.2,5.36,247.9,Agricultural,Clay,5898.8,0,1,0
11.18345,76.69846,25.18,26.7,54.7,1652.0,4.16,50.7,Agricultural,Silt,10740.5,1,7,0
25.50893,70.73899,0.01,29.1,57.8,65.2,0.2,256.9,Agricultural,Clay,586.0,0,2,0
26.66903,82.69588,22.79,27.6,46.8,4268.5,8.62,38.8,Agricultural,Silt,10181.8,0,0,1
21.16786,86.81294,50.72,32.4,64.2,4965.4,11.28,15.5,Agricultural,Alluvial,6073.6,0,4,1
20.83505,85.07279,129.61,17.5,100.0,7159.4,17.82,20.9,Water Body,Clay,1455.3,0,8,1
29.09779,76.91147,84.86,29.1,51.3,4126.2,11.61,214.4,Agricultural,Alluvial,1947.6,1,2,1
20.37023,85.91866,12.51,31.4,47.7,3903.6,7.94,69.1,Urban,Clay,4336.6,1,1,0
28.86626,77.45718,145.06,34.5,85.7,5841.4,15.53,228.6,Urban,Alluvial,1510.9,0,0,1
24.98433,86.51981,26.86,29.6,51.9,3817.4,7.9,98.6,Agricultural,Alluvial,2917.5,0,0,0
29.37117,77.14183,50.94,24.3,58.6,3725.1,8.6,190.4,Urban,Clay,6552.7,1,0,1
20.53717,85.53388,59.59,28.6,85.2,4691.1,11.13,83.1,Water Body,Alluvial,1524.0,0,0,1
29.3761,76.89217,33.19,25.9,69.2,2907.9,7.96,212.6,Water Body,Alluvial,2993.8,0,2,0
25.99236,86.50164,0.25,31.3,41.6,4525.8,8.6,68.4,Agricultural,Loam,10734.1,1,6,0
21.39013,86.08205,134.63,34.0,75.5,7197.8,17.85,76.3,Water Body,Loam,9974.8,0,4,1
20.53701,85.83554,42.58,32.0,78.0,5086.5,13.96,24.5,Wetland,Sandy,4577.7,0,3,1
9.89692,76.05395,122.1,23.9,78.0,4075.3,13.03,52.4,Urban,Alluvial,3602.2,0,5,1
18.42194,80.78416,79.79,29.1,91.9,3849.7,9.4,101.6,Urban,Silt,9325.0,1,2,1
26.49168,93.82347,412.93,34.4,100.0,23692.0,18.0,82.1,Urban,Clay,1562.2,1,2,1
17.75931,81.17247,117.89,26.4,100.0,6948.2,18.0,67.0,Urban,Clay,9699.6,0,2,1
21.74191,74.4004,298.05,30.5,100.0,7247.0,18.0,268.8,Agricultural,Loam,11688.2,0,1,1
26.87298,86.02183,21.21,22.6,23.7,5296.5,12.45,89.2,Urban,Alluvial,5887.4,1,4,1
27.36829,71.79668,4.27,28.2,39.2,153.6,1.03,326.8,Agricultural,Alluvial,8906.5,1,2,0
22.12467,73.86579,201.49,23.1,100.0,5556.6,17.71,249.3,Agricultural,Loam,7857.8,1,1,1
17.11864,80.28944,56.34,26.0,33.2,4458.6,10.24,47.0,Agricultural,Alluvial,3325.0,0,2,1
28.38649,74.11877,0.48,25.5,42.7,120.7,1.48,271.9,Water Body,Sandy,5238.5,1,3,0
14.72389,77.48857,12.73,25.3,56.8,417.3,1.04,575.7,Agricultural,Alluvial,8630.4,1,2,0
19.88436,85.21591,389.9,19.8,100.0,15636.4,18.0,80.9,Urban,Loam,9920.9,1,2,1
22.97501,77.3828,23.17,23.4,42.1,1642.0,3.51,115.2,Wetland,Loam,10376.2,1,3,0
27.03507,71.66519,17.95,24.8,46.0,185.9,1.45,305.8,Urban,Loam,5098.2,1,2,0
22.751,76.56863,4.06,26.2,20.2,2266.6,3.63,71.6,Urban,Loam,9368.5,0,3,0
20.31472,86.0777,158.08,18.2,74.9,8213.3,18.0,18.9,Agricultural,Alluvial,2356.5,1,0,1
18.19395,79.83366,26.45,28.7,62.6,2903.9,6.37,81.6,Agricultural,Loam,2361.1,0,3,0
25.95038,80.90894,66.25,23.1,73.6,7142.8,15.98,91.3,Forest,Clay,7686.5,0,5,1
28.41923,77.48666,25.98,29.7,43.4,2095.2,4.65,238.1,Water Body,Loam,4349.1,0,4,0
24.9638,87.74423,124.87,34.6,90.7,9262.1,18.0,95.6,Urban,Clay,4279.4,1,6,1
18.30484,79.54276,17.37,23.6,34.7,3662.9,8.08,54.0,Forest,Alluvial,10419.5,1,1,0
17.47104,75.6844,7.31,23.1,20.0,326.4,0.2,674.0,Urban,Alluvial,5878.7,0,5,0
26.8772,93.14118,185.49,28.4,100.0,11996.2,18.0,110.6,Urban,Loam,6044.3,1,2,1
15.08974,75.5412,21.46,29.5,56.5,382.9,3.02,797.7,Water Body,Clay,9983.1,1,3,0
26.78992,90.70725,89.8,28.8,67.4,7804.5,18.0,75.1,Urban,Silt,7560.4,0,5,1
26.40357,91.24343,9.78,26.9,32.8,5077.6,11.12,139.5,Agricultural,Clay,10118.2,0,0,1
25.73781,71.09763,36.75,32.4,73.2,179.1,0.2,179.1,Urban,Sandy,9159.0,1,3,0
9.68769,76.31412,241.36,27.8,100.0,5847.8,18.0,122.7,Forest,Silt,7644.7,0,3,1
22.96299,76.88807,4.52,29.6,35.4,1685.1,3.7,104.1,Water Body,Clay,10891.5,1,1,0
26.90726,94.19161,80.44,29.5,58.8,6440.7,15.47,127.1,Urban,Alluvial,3410.1,1,4,1
21.14091,85.39683,1.56,26.4,25.3,3355.1,6.79,66.3,Agricultural,Alluvial,2660.8,1,3,0
9.81222,76.30076,13.95,26.1,62.2,2302.0,4.75,187.4,Agricultural,Silt,9103.3,1,7,0
29.23815,77.47079,55.27,34.9,69.0,3248.6,7.87,205.7,Urban,Clay,5469.7,1,4,1
23.06805,75.70019,41.09,30.3,63.7,2862.1,8.22,276.1,Agricultural,Alluvial,11137.1,1,2,0
17.79944,76.83193,15.1,27.3,21.5,555.6,1.76,517.2,Forest,Alluvial,9024.4,1,4,0
22.71002,74.62929,96.66,32.6,71.9,3440.1,9.9,100.6,Agricultural,Clay,6039.6,1,3,1
27.26771,72.57483,9.62,31.6,78.1,133.9,0.2,290.6,Urban,Silt,10714.9,1,3,0
25.99458,87.77675,40.89,32.9,51.9,5090.9,10.57,92.5,Wetland,Alluvial,7290.2,1,7,1
22.95509,76.76091,78.71,29.1,72.5,3436.5,8.22,109.5,Forest,Alluvial,8742.6,1,3,1
17.63393,81.08283,22.8,28.4,21.9,3205.2,8.12,74.1,Agricultural,Alluvial,8764.1,0,4,0
15.07514,75.26724,5.98,30.1,40.4,344.9,1.15,734.0,Urban,Alluvial,7290.3,1,1,0
17.42806,76.6075,12.3,28.8,53.3,505.2,0.23,736.8,Forest,Clay,8904.9,0,0,0
27.67558,94.15037,7.59,33.6,37.3,4960.1,9.41,60.8,Agricultural,Loam,404.8,0,3,1
10.99139,75.97344,26.14,24.9,53.3,2189.8,4.54,110.9,Agricultural,Clay,7136.2,1,0,0
26.53055,91.28646,50.79,25.9,43.4,5423.9,13.46,140.0,Urban,Alluvial,3406.3,0,1,1
28.73564,77.20518,41.43,28.1,59.7,2224.4,4.59,238.3,Agricultural,Clay,3278.3,1,2,0
17.56008,81.65476,2.51,31.4,38.9,3180.5,6.69,60.1,Forest,Alluvial,1159.1,1,0,0
9.45273,76.62861,122.15,23.1,83.2,4340.1,13.46,94.9,Urban,Clay,6553.0,0,6,1
10.70634,76.14522,128.02,23.8,82.5,4691.3,13.68,116.3,Agricultural,Alluvial,9960.3,0,2,1
20.37749,85.47068,24.01,27.2,48.1,3164.3,7.14,70.7,Agricultural,Alluvial,1355.3,0,2,0
14.50939,76.42156,14.21,34.9,39.3,448.6,2.37,770.6,Urban,Clay,3459.8,0,5,0
14.52926,75.70929,24.42,32.0,62.2,646.4,3.01,621.8,Agricultural,Clay,7550.7,0,1,0
20.4486,85.64102,8.98,25.3,52.9,3990.4,8.86,26.4,Urban,Silt,2270.8,1,2,0
27.65766,95.29057,69.67,29.9,74.6,7057.5,15.15,96.3,Water Body,Silt,11295.3,0,3,1
28.21581,76.97397,55.26,34.0,40.0,2981.9,8.85,230.4,Agricultural,Alluvial,7326.3,0,2,1
27.77281,74.10448,14.76,20.4,40.7,174.7,0.2,249.1,Wetland,Silt,11067.7,1,1,0
17.18385,81.36114,144.88,32.9,100.0,6614.7,18.0,90.4,Agricultural,Loam,11871.3,0,1,1
29.39845,76.82643,26.21,28.2,49.5,2704.3,7.76,210.4,Forest,Clay,5900.6,1,1,0
26.74952,84.21905,159.19,39.0,100.0,9939.0,18.0,39.1,Urban,Silt,3703.1,1,1,1
18.06613,80.36771,32.75,28.6,38.8,2744.8,7.75,49.7,Urban,Clay,9244.9,0,0,0
28.36304,77.76745,24.78,27.6,46.5,2634.0,6.37,228.9,Forest,Alluvial,9222.8,0,3,0
18.39762,79.59968,4.68,30.1,53.2,2012.1,4.26,66.7,Agricultural,Clay,4062.7,1,0,0
18.86186,77.24973,6.64,24.3,45.8,457.4,0.45,711.1,Water Body,Alluvial,1629.6,1,1,0
26.75482,94.71451,187.85,31.5,100.0,14101.8,18.0,115.4,Agricultural,Alluvial,3419.0,1,0,1
26.94347,92.7166,110.08,33.6,61.8,10512.0,18.0,93.0,Forest,Alluvial,5629.3,0,1,1
17.52421,75.85375,11.4,27.6,42.1,342.0,0.23,462.2,Agricultural,Clay,5385.3,0,0,0
10.06468,76.84315,22.14,31.7,62.8,2669.5,5.41,154.6,Urban,Silt,9612.3,1,1,0
25.61865,83.82848,83.8,28.4,72.0,7090.5,14.96,72.2,Agricultural,Sandy,8817.9,1,4,1
21.83578,75.0169,61.52,19.9,44.2,2818.3,6.78,66.4,Agricultural,Clay,2935.4,0,1,1
25.66772,91.97925,363.1,30.5,100.0,21062.5,18.0,96.6,Agricultural,Clay,6959.4,1,0,1
18.01601,81.2485,244.29,25.6,100.0,9485.2,18.0,151.4,Urban,Alluvial,2914.7,0,1,1
26.34537,84.91788,151.43,24.9,100.0,8780.1,18.0,50.6,Forest,Alluvial,8430.0,0,3,1
25.69029,82.94533,61.59,27.9,41.9,7275.9,17.95,44.1,Agricultural,Loam,10213.0,1,2,1
21.04185,86.07762,229.54,32.2,100.0,9472.2,18.0,59.8,Urban,Clay,8523.2,0,3,1
25.14027,74.2731,9.06,36.5,45.2,208.6,0.2,312.1,Agricultural,Loam,11592.0,1,2,0
21.94929,75.32394,13.87,34.9,48.0,1250.0,3.63,155.7,Forest,Clay,2290.9,0,3,0
21.17276,86.54798,42.25,38.2,47.6,5563.6,12.05,46.0,Water Body,Alluvial,11593.9,1,5,1
16.77845,80.36675,12.26,28.0,56.7,2975.5,6.75,68.5,Urban,Clay,11925.1,1,0,0
22.36774,74.32453,36.71,32.4,71.6,2315.1,6.69,86.7,Water Body,Alluvial,4643.3,0,6,0
9.92716,76.34174,224.68,18.7,100.0,6869.1,18.0,111.2,Forest,Alluvial,11845.2,0,3,1
10.03182,76.12442,29.99,23.7,52.8,3340.0,8.82,124.2,Agricultural,Clay,3247.3,0,2,1
10.83078,76.09624,0.02,23.0,45.4,1911.6,3.87,28.5,Water Body,Alluvial,1250.1,0,7,0
25.68064,91.88484,34.66,26.3,37.8,6592.6,14.46,84.2,Forest,Loam,3950.4,0,1,1
23.05333,76.7208,4.38,33.1,55.0,1276.0,3.34,202.4,Wetland,Alluvial,2165.9,1,4,0
23.09106,73.95559,68.83,26.8,74.4,3363.6,9.09,73.7,Water Body,Clay,2521.3,0,2,1
24.87875,83.80841,49.94,32.7,49.7,5384.2,11.38,104.7,Agricultural,Clay,6391.1,0,2,1
20.15482,86.87166,207.62,25.0,100.0,10858.1,18.0,75.6,Urban,Clay,4995.0,0,2,1
29.14022,77.09954,19.83,32.8,49.8,3551.4,8.09,220.3,Agricultural,Clay,8462.9,1,3,0
28.92555,76.89737,137.65,27.4,100.0,4668.5,13.81,237.7,Wetland,Sandy,3351.5,1,1,1
22.01405,75.44795,25.41,26.0,60.6,2383.4,6.65,133.4,Forest,Silt,2005.7,0,0,0
26.81486,94.26532,44.65,29.8,64.6,6087.5,13.57,93.5,Agricultural,Silt,11650.0,0,4,1
25.75919,92.87275,52.97,29.1,45.0,5509.1,11.71,123.3,Forest,Silt,6879.7,1,3,1
27.66295,71.53064,9.7,30.3,54.8,185.9,0.2,180.1,Urban,Sandy,9995.5,1,1,0
18.02934,80.07067,82.22,38.3,90.5,5131.0,13.35,49.4,Urban,Clay,10015.9,1,1,1
28.50267,77.7455,37.96,33.1,74.1,2516.3,6.44,213.1,Agricultural,Silt,2429.0,1,0,0
26.67671,83.20513,84.13,30.5,97.4,8137.8,18.0,70.8,Water Body,Alluvial,4349.4,1,4,1
17.96234,76.09133,2.9,29.9,45.5,527.1,0.2,676.0,Forest,Clay,9082.9,0,1,0
27.88105,73.79832,1.4,28.9,45.0,98.3,0.2,227.8,Wetland,Alluvial,675.6,1,2,0
22.57883,75.32134,1.4,24.6,43.3,2138.0,3.59,158.6,Agricultural,Alluvial,7098.1,0,1,0
28.85301,77.1287,6.16,27.6,39.7,2748.9,4.9,212.0,Agricultural,Alluvial,3430.2,1,4,0
16.73478,76.39557,3.94,28.6,35.5,511.8,1.44,487.3,Agricultural,Clay,2413.1,1,1,0
26.78192,81.53383,21.6,21.7,51.6,2792.6,6.33,41.6,Agricultural,Alluvial,11768.1,1,4,0
17.33513,81.48905,156.18,30.0,79.8,6214.1,18.0,55.6,Agricultural,Alluvial,11349.8,1,0,1
21.18622,85.64651,30.01,20.7,37.3,3453.6,7.62,27.7,Water Body,Alluvial,5504.0,1,3,1
18.02442,81.7993,81.27,35.4,76.4,5122.2,13.85,53.8,Wetland,Silt,3056.1,1,2,1
26.21067,80.80633,6.97,23.4,38.8,4473.3,9.67,49.2,Agricultural,Clay,3368.1,1,3,1
22.16488,75.25854,51.57,29.3,73.9,2468.5,6.44,290.7,Agricultural,Silt,8658.7,1,4,0
16.806,80.1617,86.43,26.6,82.2,5395.2,13.29,53.7,Forest,Alluvial,8677.9,0,3,1
25.37707,87.0526,62.92,27.4,53.0,5778.5,12.45,89.4,Forest,Alluvial,5598.1,0,0,1
26.56117,94.43132,6.55,30.2,42.3,4714.2,8.08,116.4,Forest,Alluvial,8549.1,1,2,0
11.31394,75.93973,174.8,31.8,100.0,5719.9,17.09,92.1,Wetland,Clay,6691.8,0,2,1
21.72595,73.86073,33.17,23.1,52.5,2320.2,5.29,273.5,Agricultural,Loam,6212.2,1,0,0
19.4837,76.6231,9.72,20.5,47.3,606.3,1.63,680.8,Agricultural,Clay,10201.1,0,2,0
21.51068,76.16117,20.65,23.6,73.0,2225.4,5.74,141.0,Forest,Loam,11873.9,1,3,0
28.80651,77.0549,187.97,28.5,91.1,5747.6,16.66,227.2,Agricultural,Sandy,3400.2,1,7,1
28.465,77.53418,45.91,31.9,55.8,3693.4,8.74,214.8,Forest,Clay,9369.7,0,3,1
28.75042,76.99545,93.48,34.2,80.7,4333.2,11.19,207.3,Wetland,Alluvial,1494.3,1,1,1
16.72441,80.95512,11.32,28.3,61.4,3541.0,7.37,75.6,Agricultural,Loam,4205.6,1,4,0
18.21271,75.03871,41.45,29.5,77.6,635.4,2.38,667.5,Agricultural,Silt,9482.8,1,8,0
27.38858,90.09156,13.22,29.4,57.4,6365.0,13.42,40.8,Urban,Clay,7859.8,0,0,1
17.11724,76.3041,5.31,33.5,50.8,257.0,1.09,462.7,Agricultural,Alluvial,11456.9,1,0,0
22.48786,74.66215,84.53,27.5,85.7,2709.7,8.96,302.3,Urban,Loam,5623.8,0,0,1
26.83819,70.75995,7.4,27.3,38.3,198.7,0.2,320.1,Agricultural,Clay,8583.5,1,2,0
22.25764,77.44894,47.05,28.7,45.9,2418.8,5.95,116.8,Agricultural,Loam,9030.2,0,0,0
26.01285,87.45529,86.25,35.0,57.8,8164.7,18.0,117.1,Urban,Alluvial,1272.6,0,3,1
21.86745,76.38111,9.11,31.0,45.0,2562.7,5.75,98.3,Urban,Loam,8902.5,0,0,0
14.6736,75.64835,5.01,30.7,38.0,384.0,0.2,704.4,Agricultural,Silt,3361.4,0,0,0
15.45475,76.71996,15.3,24.5,38.7,555.9,0.92,700.4,Forest,Loam,8613.9,1,1,0
20.02934,85.72576,16.76,33.3,43.5,5055.5,10.84,57.9,Urban,Alluvial,3179.6,0,2,1
28.55684,77.74143,26.78,36.2,38.9,2095.9,5.8,193.2,Forest,Clay,4300.8,0,3,0
9.65935,76.6324,69.98,26.4,47.2,3054.8,8.54,183.2,Urban,Loam,8122.4,0,3,1
20.50161,84.79283,58.07,20.7,45.7,4421.8,10.77,48.3,Urban,Alluvial,2720.0,0,1,1
29.38155,76.96159,15.34,29.1,39.7,2402.2,5.24,230.8,Wetland,Loam,10861.0,1,2,0
26.03858,92.08619,310.98,32.2,100.0,18914.4,18.0,51.3,Urban,Silt,5060.4,1,1,1
25.55057,81.40484,210.82,28.0,100.0,11809.7,18.0,77.8,Urban,Loam,11200.4,0,1,1
22.45723,78.07951,60.83,32.7,52.8,2900.4,7.76,290.8,Urban,Clay,7765.2,1,4,1
