site_id,latitude,longitude,state,district,eco_region,elevation_m,slope_deg,aspect_deg,curvature,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,mean_temperature_c,dist_to_river_km,river_density_km_sqkm,dist_to_road_km,road_density_km_sqkm,ndvi,lulc,pop_density_per_sqkm,housing_quality_score,infrastructure_access,flood_label,landslide_label,wildfire_label,spatial_block_id
IND_S007937,14.02371,76.83815,Maharashtra,Raigad,Western_Ghats,943.0,15.69,227.1,-0.112,2647.1,2190.9,289.1,28.1,4.22,2.35,5.06,0.96,0.593,Dense_Forest,176.2,0.26,0.55,0,0,0,14_76
IND_S007938,9.96095,73.8547,Kerala,Wayanad,Western_Ghats,206.1,11.22,249.8,1.053,2780.5,2318.0,413.3,32.4,6.6,2.44,0.15,0.33,0.73,Dense_Forest,86.8,0.35,0.39,1,0,0,9_73
IND_S007939,25.17465,78.87704,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,74.6,0.67,123.8,-0.088,1123.5,907.5,158.9,30.0,2.77,1.36,4.85,0.23,0.48,Wetland,944.6,0.17,0.26,0,0,0,25_78
IND_S007940,24.75637,82.06898,West Bengal,Murshidabad,Indo_Gangetic_Plain,144.8,0.56,74.0,0.377,1434.8,1080.3,129.9,29.6,3.76,1.17,2.64,0.52,0.452,Agricultural,448.1,0.14,0.12,0,0,0,24_82
IND_S007941,25.95404,79.05819,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,117.5,0.53,183.2,-0.151,525.6,378.2,64.0,32.2,0.43,1.45,0.67,0.81,0.4,Agricultural,740.8,0.38,0.35,0,1,0,25_79
IND_S007942,8.8158,75.44164,Karnataka,Kodagu,Western_Ghats,358.6,35.87,234.8,1.696,2595.5,2194.5,253.0,28.9,3.77,2.66,6.22,1.28,0.748,Plantation,1263.9,0.32,0.34,0,0,0,8_75
IND_S007943,24.03454,71.72539,Rajasthan,Jaisalmer,Arid_West,91.7,0.22,96.0,0.411,350.9,258.0,48.6,31.4,4.2,0.94,2.25,1.41,0.489,Agricultural,47.8,0.23,0.34,0,0,0,24_71
IND_S007944,25.88293,91.10918,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1282.9,23.55,172.0,-0.38,2167.6,1634.2,235.7,26.2,3.7,0.54,2.99,2.08,0.075,Scrubland,122.2,0.56,0.31,0,0,0,25_91
IND_S007945,26.41896,81.76848,Bihar,Supaul,Indo_Gangetic_Plain,32.0,0.43,71.7,-0.478,977.1,815.3,144.2,34.6,2.83,2.63,1.19,1.45,0.52,Agricultural,664.5,0.33,0.44,0,0,0,26_81
IND_S007946,32.49578,78.87812,Himachal Pradesh,Kullu,Western_Himalayas,931.5,28.62,183.6,-0.186,1092.9,954.8,139.8,28.9,0.21,0.86,2.24,1.42,0.334,Dense_Forest,255.0,0.16,0.18,0,0,0,32_78
IND_S007947,16.19848,73.88866,Maharashtra,Raigad,Western_Ghats,1088.5,10.68,305.0,0.655,2280.5,1793.1,155.1,24.7,1.49,1.78,3.88,1.6,0.73,Dense_Forest,211.1,0.42,0.51,0,0,0,16_73
IND_S007948,20.7084,82.73427,Chhattisgarh,Bastar,Central_Plateau,487.9,0.8,87.0,0.254,1395.4,1065.0,203.7,27.8,2.93,0.92,4.99,0.82,0.92,Dense_Forest,134.6,0.15,0.29,1,0,1,20_82
IND_S007949,28.19102,71.75075,Rajasthan,Barmer,Arid_West,144.1,11.11,85.2,-0.153,370.0,273.7,47.2,29.7,4.11,0.71,8.52,0.96,0.634,Agricultural,21.9,0.17,0.33,0,0,0,28_71
IND_S007950,26.02906,93.51452,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,1033.5,24.93,68.8,-1.203,2192.5,1662.1,328.4,32.6,2.75,1.69,2.23,0.9,0.159,Scrubland,314.2,0.21,0.47,0,1,0,26_93
IND_S007951,24.5528,74.38078,Rajasthan,Barmer,Arid_West,222.4,1.74,161.7,-0.01,307.2,216.8,39.8,32.4,3.02,0.78,3.32,1.04,0.234,Scrubland,26.1,0.5,0.57,0,0,0,24_74
IND_S007952,33.1816,76.4534,Jammu & Kashmir,Doda,Western_Himalayas,2176.1,36.34,247.7,-0.914,1345.2,1155.8,132.5,23.4,12.04,0.95,1.28,1.67,0.524,Dense_Forest,344.8,0.2,0.15,0,1,1,33_76
IND_S007953,11.30018,75.65088,Karnataka,Kodagu,Western_Ghats,726.5,18.39,97.9,-1.844,1524.0,1108.7,196.9,20.2,3.06,0.1,1.45,1.28,0.672,Agricultural,336.2,0.16,0.37,0,0,0,11_75
IND_S007954,31.82619,77.2918,Himachal Pradesh,Mandi,Western_Himalayas,1551.0,7.36,60.7,0.429,1239.0,908.6,136.6,25.0,5.72,0.65,7.12,1.75,0.609,Barren_Rocky,192.3,0.22,0.41,0,0,0,31_77
IND_S007955,12.36329,77.30541,Andhra Pradesh,East Godavari,Deccan_Plateau,378.2,10.03,49.4,0.018,798.3,600.9,64.2,25.4,3.73,0.73,8.81,0.05,0.322,Scrubland,74.2,0.13,0.24,0,0,0,12_77
IND_S007956,10.02145,76.85219,Kerala,Idukki,Western_Ghats,885.3,14.7,84.7,-1.718,3631.7,2596.6,436.2,29.3,0.59,1.51,2.22,0.61,0.785,Settlement,655.0,0.6,0.59,0,1,0,10_76
IND_S007957,19.17301,80.62997,Odisha,Koraput,Central_Plateau,468.6,1.56,216.5,0.306,684.4,486.2,56.2,29.6,21.62,1.36,2.39,0.05,0.622,Plantation,286.3,0.19,0.4,0,0,0,19_80
IND_S007958,17.85848,79.79434,Telangana,Khammam,Deccan_Plateau,546.4,1.45,90.7,0.049,1009.6,859.4,72.1,27.1,0.54,1.03,0.48,0.67,0.231,Agricultural,43.4,0.54,0.29,0,0,0,17_79
IND_S007959,25.81978,93.89607,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,575.0,16.81,276.5,1.963,2339.8,1874.6,233.8,31.5,3.12,1.25,1.88,0.71,0.183,Scrubland,19.1,0.59,0.29,0,0,0,25_93
IND_S007960,30.46818,75.41784,Uttarakhand,Chamoli,Western_Himalayas,2358.8,20.65,31.9,-1.453,1505.4,1135.4,166.2,17.8,2.74,0.21,3.47,0.05,0.295,Dense_Forest,476.5,0.54,0.36,0,0,0,30_75
IND_S007961,17.1591,78.23862,Tamil Nadu,Nilgiris,Deccan_Plateau,382.1,15.0,225.6,-0.099,806.0,708.7,66.0,27.2,7.65,0.08,1.54,0.58,0.161,Agricultural,143.9,0.28,0.59,0,0,0,17_78
IND_S007962,26.08444,81.79858,West Bengal,Murshidabad,Indo_Gangetic_Plain,5.0,8.34,33.0,0.237,789.4,562.4,96.0,36.5,0.9,1.14,0.46,2.39,0.423,Agricultural,869.1,0.27,0.29,0,0,0,26_81
IND_S007963,30.7127,77.36866,Jammu & Kashmir,Doda,Western_Himalayas,2426.9,20.28,334.3,2.011,938.9,816.1,116.8,21.0,6.5,0.82,1.7,3.1,0.321,Dense_Forest,105.8,0.58,0.51,0,0,0,30_77
IND_S007964,25.77238,80.72078,Bihar,Supaul,Indo_Gangetic_Plain,150.3,2.87,105.7,-0.629,825.1,704.7,67.7,35.1,1.05,2.01,0.7,0.96,0.374,Settlement,481.2,0.32,0.49,0,0,0,25_80
IND_S007965,12.94945,75.12392,Kerala,Idukki,Western_Ghats,647.1,11.79,139.3,0.182,3559.4,2678.6,535.5,25.7,5.39,2.0,4.31,1.91,0.617,Dense_Forest,1312.6,0.46,0.13,0,0,0,12_75
IND_S007966,30.15286,74.82872,Himachal Pradesh,Mandi,Western_Himalayas,2431.3,39.87,57.2,0.005,1349.9,1118.6,192.5,19.3,8.23,0.9,3.44,2.19,0.832,Open_Forest,219.9,0.26,0.28,0,1,0,30_74
IND_S007967,28.01431,90.8108,Sikkim,North Sikkim,Eastern_Himalayas_NE,520.9,4.37,284.4,-0.57,4076.2,3132.6,535.8,26.8,0.19,1.98,3.41,0.58,0.224,Scrubland,1277.2,0.27,0.11,1,0,0,28_90
IND_S007968,33.72461,78.98395,Uttarakhand,Chamoli,Western_Himalayas,2279.4,25.44,197.8,-1.353,1245.3,1010.9,96.0,19.4,3.92,0.66,3.9,0.57,0.85,Open_Forest,206.5,0.25,0.18,0,0,0,33_78
IND_S007969,27.4235,83.13223,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,133.0,1.04,328.7,-0.362,1095.8,955.2,87.0,32.9,0.74,2.06,0.23,2.13,0.411,Settlement,3504.5,0.66,0.59,0,0,0,27_83
IND_S007970,11.27613,78.96935,Telangana,Khammam,Deccan_Plateau,400.1,0.24,227.6,0.323,905.9,773.7,136.5,32.8,9.37,0.0,0.94,1.31,0.272,Scrubland,29.0,0.23,0.22,0,0,0,11_78
IND_S007971,24.41194,74.41669,Rajasthan,Jaisalmer,Arid_West,139.3,0.86,334.2,-0.381,309.8,219.5,41.3,32.9,17.01,0.72,1.5,0.88,0.418,Scrubland,450.3,0.35,0.26,0,0,0,24_74
IND_S007972,14.48429,76.09566,Karnataka,Uttara Kannada,Western_Ghats,520.5,26.89,212.5,-1.172,2601.5,2042.5,267.5,31.8,1.43,2.15,4.65,0.05,0.528,Dense_Forest,62.3,0.31,0.17,0,0,0,14_76
IND_S007973,26.46843,93.34334,Sikkim,North Sikkim,Eastern_Himalayas_NE,549.5,9.28,292.1,-0.634,3283.8,2750.8,550.0,32.3,0.82,2.07,2.11,0.28,0.292,Settlement,1763.7,0.76,0.72,1,0,0,26_93
IND_S007974,23.14541,74.14408,Rajasthan,Barmer,Arid_West,111.8,1.33,314.7,0.667,301.9,264.8,50.6,33.9,6.22,0.77,4.39,1.35,0.099,Agricultural,277.5,0.52,0.25,0,0,0,23_74
IND_S007975,10.28419,75.48419,Karnataka,Uttara Kannada,Western_Ghats,247.4,24.57,207.9,-0.475,2173.1,1780.6,186.5,29.0,6.48,2.03,0.36,1.05,0.587,Plantation,910.0,0.52,0.21,0,0,1,10_75
IND_S007976,27.88228,89.77877,Assam,Dhemaji,Eastern_Himalayas_NE,80.0,32.39,75.3,-1.225,4212.9,3181.0,511.5,31.4,0.66,1.46,0.34,2.05,0.414,Settlement,8145.4,0.45,0.62,0,1,0,27_89
IND_S007977,28.05523,73.78656,Gujarat,Kutch,Arid_West,296.4,1.96,59.5,0.29,583.2,488.8,53.4,30.0,8.94,0.53,5.21,1.46,0.3,Agricultural,637.6,0.55,0.17,0,0,0,28_73
IND_S007978,20.9273,85.59793,Odisha,Koraput,Central_Plateau,457.2,6.72,133.8,-0.254,1736.6,1217.8,239.3,24.5,7.76,0.0,7.58,1.67,0.668,Dense_Forest,58.5,0.38,0.33,0,0,0,20_85
IND_S007979,19.20157,84.35096,Odisha,Koraput,Central_Plateau,432.1,3.53,251.6,0.253,954.9,695.9,77.1,28.8,0.93,0.56,13.91,2.37,0.703,Dense_Forest,104.8,0.24,0.31,0,0,0,19_84
IND_S007980,21.2724,84.33661,Odisha,Mayurbhanj,Central_Plateau,533.5,1.56,73.7,0.162,1787.5,1417.7,280.4,29.5,1.64,1.03,3.12,0.93,0.791,Dense_Forest,51.1,0.34,0.46,0,0,0,21_84
IND_S007981,27.33661,95.4512,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1246.2,24.93,36.6,0.025,2051.8,1497.0,197.8,26.6,3.92,1.45,7.21,0.22,0.284,Barren_Sandy,775.5,0.2,0.36,0,0,0,27_95
IND_S007982,28.15323,95.75954,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,463.7,10.62,3.3,0.726,3063.9,2680.7,424.2,30.1,3.23,1.78,1.03,0.63,0.282,Scrubland,22.5,0.33,0.1,0,0,0,28_95
IND_S007983,23.35026,81.22355,Odisha,Koraput,Central_Plateau,517.5,0.5,325.5,0.708,1159.1,898.8,133.1,25.8,0.93,0.89,1.09,0.9,0.916,Plantation,154.1,0.28,0.21,0,0,0,23_81
IND_S007984,28.14049,90.46594,Sikkim,North Sikkim,Eastern_Himalayas_NE,602.2,18.62,110.1,1.49,2598.7,1887.9,401.9,26.8,2.91,2.71,5.06,1.38,0.272,Scrubland,403.0,0.25,0.26,0,0,0,28_90
IND_S007985,25.58331,83.03271,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,73.3,9.56,169.3,0.433,1043.5,882.2,183.8,32.9,2.81,0.99,0.69,1.13,0.424,Agricultural,338.7,0.2,0.41,0,0,0,25_83
IND_S007986,22.68309,81.13733,Madhya Pradesh,Balaghat,Central_Plateau,428.8,1.04,333.6,0.402,1312.4,1037.8,177.9,31.3,1.28,0.82,4.88,0.95,0.718,Settlement,775.2,0.76,0.58,0,0,0,22_81
IND_S007987,19.71976,80.04728,Madhya Pradesh,Balaghat,Central_Plateau,231.5,1.12,79.6,-0.24,791.6,563.5,51.4,31.4,7.48,0.38,10.2,1.17,0.694,Dense_Forest,194.9,0.26,0.56,0,0,0,19_80
IND_S007988,26.27585,85.0431,West Bengal,Murshidabad,Indo_Gangetic_Plain,116.9,1.79,70.7,-0.093,1192.4,971.6,174.1,35.7,5.35,0.98,4.35,1.12,0.41,Agricultural,769.0,0.42,0.42,0,0,0,26_85
IND_S007989,21.14997,85.49247,Odisha,Mayurbhanj,Central_Plateau,385.0,10.92,265.4,-0.318,1689.8,1463.6,163.3,27.6,9.99,0.88,3.23,1.26,0.411,Dense_Forest,139.6,0.44,0.28,0,0,0,21_85
IND_S007990,14.51941,80.70441,Tamil Nadu,Nilgiris,Deccan_Plateau,334.0,0.1,240.0,-0.141,850.3,653.0,55.8,29.2,0.31,0.69,7.39,0.83,0.356,Scrubland,933.1,0.21,0.34,0,0,0,14_80
IND_S007991,21.30255,84.33169,Odisha,Mayurbhanj,Central_Plateau,394.7,2.96,50.7,0.903,806.8,621.9,131.4,25.4,5.05,0.61,4.28,0.97,0.737,Plantation,592.5,0.53,0.53,0,0,0,21_84
IND_S007992,25.11275,92.40971,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,633.5,10.75,84.3,0.61,2810.1,2113.1,215.3,31.2,0.21,1.69,2.19,0.05,0.237,Scrubland,314.7,0.18,0.48,0,0,0,25_92
IND_S007993,25.70671,91.68338,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,918.7,19.85,122.3,-1.519,3926.6,3446.5,384.5,28.5,1.5,0.1,12.1,2.84,0.02,Agricultural,563.2,0.3,0.52,0,0,0,25_91
IND_S007994,27.4072,82.73208,West Bengal,Murshidabad,Indo_Gangetic_Plain,56.4,2.92,355.8,-0.065,1186.9,1038.7,176.1,26.5,9.15,1.29,3.57,0.37,0.476,Settlement,2596.0,0.43,0.48,0,0,0,27_82
IND_S007995,30.41286,75.98858,Jammu & Kashmir,Doda,Western_Himalayas,3089.9,28.05,58.1,2.363,1497.2,1294.9,250.2,13.6,1.73,0.93,4.37,0.35,0.67,Dense_Forest,249.0,0.57,0.38,0,0,0,30_75
IND_S007996,27.05263,95.42313,Assam,Morigaon,Eastern_Himalayas_NE,1165.8,15.8,136.9,-2.104,2751.2,2006.2,264.0,26.6,1.87,2.39,5.51,2.71,0.482,Scrubland,901.2,0.13,0.13,0,0,0,27_95
IND_S007997,25.80765,93.90264,Sikkim,North Sikkim,Eastern_Himalayas_NE,1152.0,21.38,325.8,-1.874,3165.4,2229.0,311.6,25.5,3.23,2.04,0.42,0.71,0.227,Scrubland,395.6,0.34,0.22,0,1,0,25_93
IND_S007998,27.33015,83.31328,Bihar,Supaul,Indo_Gangetic_Plain,36.3,2.75,293.9,-0.901,995.9,763.7,156.5,29.5,0.88,1.93,4.16,1.63,0.38,Agricultural,256.6,0.17,0.52,0,0,0,27_83
IND_S007999,27.79198,72.97571,Gujarat,Kutch,Arid_West,73.7,0.23,168.1,-0.418,507.6,429.6,55.5,30.7,3.82,0.98,0.79,1.87,0.248,Agricultural,111.2,0.45,0.53,0,0,0,27_72
IND_S008000,32.02402,77.41423,Jammu & Kashmir,Doda,Western_Himalayas,1362.7,5.42,88.8,0.161,1794.0,1386.5,204.0,20.5,2.43,0.38,8.69,1.96,0.817,Open_Forest,134.6,0.34,0.59,0,0,0,32_77
IND_S008001,19.39854,84.93096,Chhattisgarh,Bastar,Central_Plateau,425.7,0.35,153.6,0.176,1019.3,806.2,97.9,29.5,11.35,0.84,4.89,2.62,0.868,Dense_Forest,103.4,0.2,0.33,0,0,0,19_84
IND_S008002,22.54526,80.42794,Chhattisgarh,Bastar,Central_Plateau,482.8,1.97,172.4,0.335,1153.6,1011.4,211.7,30.3,3.71,0.1,2.63,0.64,0.736,Dense_Forest,278.9,0.56,0.12,0,0,0,22_80
IND_S008003,29.54391,75.88351,Himachal Pradesh,Mandi,Western_Himalayas,2321.3,30.55,269.1,-3.104,1261.2,1054.8,190.6,19.5,3.44,0.46,3.0,1.34,0.804,Barren_Rocky,5.0,0.38,0.37,0,1,0,29_75
IND_S008004,25.06694,73.92835,Gujarat,Kutch,Arid_West,253.4,1.02,9.0,-0.144,304.7,257.7,46.3,29.5,12.82,1.48,2.16,1.13,0.199,Agricultural,479.8,0.23,0.45,0,0,0,25_73
IND_S008005,16.00927,76.79445,Kerala,Wayanad,Western_Ghats,1461.7,13.96,28.0,-0.474,4056.4,3127.3,512.3,25.2,2.75,1.84,1.64,1.08,0.805,Plantation,644.6,0.58,0.17,1,0,0,16_76
IND_S008006,24.54089,88.10093,Uttar Pradesh,Gorakhpur,Indo_Gangetic_Plain,79.2,5.98,278.4,-0.086,909.0,748.2,115.5,31.9,3.54,2.31,2.23,0.89,0.401,Water_Body,415.8,0.56,0.23,0,0,0,24_88
IND_S008007,23.81407,85.10184,Madhya Pradesh,Balaghat,Central_Plateau,405.2,1.94,9.2,-1.012,1256.3,1040.3,189.8,30.7,17.51,0.91,7.15,0.89,0.66,Water_Body,230.5,0.59,0.35,0,0,0,23_85
IND_S008008,25.09752,94.55907,Assam,Morigaon,Eastern_Himalayas_NE,689.5,17.66,158.2,0.756,3287.0,2649.4,404.2,26.1,1.29,1.39,0.36,0.2,0.225,Scrubland,110.7,0.21,0.33,0,0,0,25_94
IND_S008009,23.38701,85.31807,Odisha,Mayurbhanj,Central_Plateau,451.8,1.25,317.0,0.436,1536.0,1264.5,206.7,26.7,5.01,0.0,5.48,1.04,0.729,Agricultural,21.1,0.31,0.24,0,0,0,23_85
IND_S008010,34.26721,75.76866,Uttarakhand,Chamoli,Western_Himalayas,1808.8,38.89,255.5,-4.93,1786.5,1449.1,289.1,20.2,22.66,0.89,2.36,0.89,0.444,Dense_Forest,1548.1,0.31,0.24,0,1,0,34_75
IND_S008011,13.37586,81.39415,Tamil Nadu,Nilgiris,Deccan_Plateau,273.1,3.18,114.3,-0.008,753.5,546.7,111.8,33.7,1.8,0.87,0.15,0.58,0.02,Agricultural,330.3,0.23,0.26,0,0,0,13_81
IND_S008012,26.79306,79.55803,Bihar,Supaul,Indo_Gangetic_Plain,270.3,6.04,117.8,-0.033,699.0,509.4,72.7,31.8,0.3,2.8,10.02,1.95,0.493,Agricultural,205.5,0.58,0.34,0,0,0,26_79
IND_S008013,14.58613,74.05863,Kerala,Wayanad,Western_Ghats,654.8,16.06,13.8,0.417,3566.0,2894.7,550.0,29.3,7.65,1.78,2.0,0.05,0.753,Agricultural,69.5,0.13,0.11,0,0,0,14_74
IND_S008014,27.7766,92.2215,Assam,Morigaon,Eastern_Himalayas_NE,909.5,13.64,232.0,2.395,4232.2,3520.4,550.0,26.1,0.32,1.84,0.87,1.52,0.202,Agricultural,416.2,0.44,0.49,1,0,0,27_92
IND_S008015,20.8253,85.31441,Odisha,Mayurbhanj,Central_Plateau,463.1,3.81,170.8,0.234,1261.1,897.1,184.3,30.2,12.56,0.05,0.1,0.82,0.92,Dense_Forest,271.2,0.37,0.15,0,0,1,20_85
IND_S008016,23.32866,82.13428,Madhya Pradesh,Balaghat,Central_Plateau,437.9,0.41,252.3,-0.336,1197.0,881.0,84.4,26.4,19.16,0.01,8.77,1.93,0.887,Dense_Forest,317.0,0.19,0.39,0,0,0,23_82
IND_S008017,26.41201,82.29893,Bihar,Supaul,Indo_Gangetic_Plain,25.4,1.97,308.5,0.06,1369.8,1172.2,121.3,37.0,1.1,0.92,0.79,1.68,0.488,Agricultural,212.8,0.49,0.34,1,0,0,26_82
IND_S008018,8.75103,73.80512,Karnataka,Kodagu,Western_Ghats,1092.1,23.02,65.2,4.117,1413.9,1122.3,214.7,28.8,1.81,1.75,12.52,1.82,0.699,Water_Body,430.2,0.25,0.28,0,0,0,8_73
IND_S008019,25.17379,84.8104,Uttar Pradesh,Ballia,Indo_Gangetic_Plain,209.0,0.47,33.4,-0.315,1124.8,858.7,71.0,24.6,2.95,2.3,6.66,1.28,0.692,Settlement,8345.2,0.54,0.67,0,0,0,25_84
IND_S008020,16.9377,78.1866,Andhra Pradesh,East Godavari,Deccan_Plateau,237.6,13.56,262.6,0.652,1354.2,999.5,121.6,30.6,3.11,1.57,0.02,0.89,0.233,Scrubland,419.5,0.18,0.51,0,0,0,16_78
IND_S008021,25.02322,85.00707,Bihar,Supaul,Indo_Gangetic_Plain,133.0,1.05,110.3,0.086,1397.8,1127.0,175.9,32.1,0.79,2.23,1.82,0.05,0.644,Agricultural,829.4,0.59,0.54,0,0,0,25_85
IND_S008022,17.77884,79.39837,Tamil Nadu,Nilgiris,Deccan_Plateau,445.6,0.13,293.4,0.15,602.0,506.5,61.1,25.7,10.47,0.69,3.91,1.28,0.227,Scrubland,80.5,0.13,0.24,0,0,0,17_79
IND_S008023,11.95765,80.31581,Andhra Pradesh,East Godavari,Deccan_Plateau,394.4,0.43,136.1,-0.245,791.1,654.7,83.9,27.0,1.3,0.22,3.92,1.65,0.107,Barren_Sandy,325.1,0.18,0.51,0,0,0,11_80
IND_S008024,27.16278,82.72181,Bihar,Supaul,Indo_Gangetic_Plain,247.4,0.82,71.2,0.02,1278.4,1019.0,182.9,29.0,0.61,1.33,2.77,1.59,0.555,Agricultural,595.2,0.24,0.17,0,0,0,27_82
IND_S008025,25.4834,94.19614,Meghalaya,East Khasi Hills,Eastern_Himalayas_NE,656.9,30.13,61.9,-0.426,2292.1,1757.7,377.7,28.2,0.05,0.44,1.06,2.39,0.039,Barren_Sandy,671.0,0.38,0.22,0,0,0,25_94
IND_S008026,27.41775,85.72611,West Bengal,Murshidabad,Indo_Gangetic_Plain,5.0,0.15,214.1,-0.328,1609.6,1359.0,130.4,31.3,1.24,1.19,0.49,1.81,0.427,Settlement,2861.2,0.39,0.77,1,0,0,27_85
IND_S008027,14.50596,79.63025,Telangana,Khammam,Deccan_Plateau,412.5,2.42,103.5,0.446,582.3,436.8,94.2,28.9,6.25,0.64,0.24,1.85,0.421,Settlement,6038.1,0.64,0.43,0,0,0,14_79
IND_S008028,26.41008,93.98123,Sikkim,North Sikkim,Eastern_Himalayas_NE,541.2,44.31,82.7,0.371,2131.0,1524.5,174.2,27.9,1.07,2.05,2.58,1.71,0.348,Scrubland,834.7,0.49,0.16,0,0,0,26_93
IND_S008029,15.74113,76.61631,Maharashtra,Raigad,Western_Ghats,1035.4,24.05,83.2,-0.714,2982.9,2391.7,204.3,25.5,0.56,1.04,1.16,2.43,0.605,Plantation,466.6,0.32,0.39,0,0,0,15_76
IND_S008030,11.41157,77.24611,Andhra Pradesh,East Godavari,Deccan_Plateau,326.4,0.35,253.5,-0.176,1100.7,787.7,100.2,26.0,3.4,0.86,2.35,1.41,0.205,Settlement,1562.9,0.71,0.78,0,0,0,11_77
IND_S008031,24.55919,82.46449,Bihar,Supaul,Indo_Gangetic_Plain,68.2,3.42,247.7,-0.537,1042.4,733.3,122.8,29.8,1.08,1.22,3.89,1.43,0.687,Settlement,9165.5,0.46,0.83,0,0,0,24_82
IND_S008032,9.78378,75.87555,Karnataka,Uttara Kannada,Western_Ghats,733.6,20.78,226.6,-2.097,3452.0,2869.3,468.7,26.0,1.46,1.97,3.85,1.22,0.727,Dense_Forest,568.2,0.3,0.51,0,0,0,9_75
IND_S008033,25.7677,92.73478,Assam,Morigaon,Eastern_Himalayas_NE,595.3,19.88,114.0,-0.966,1930.8,1523.2,126.1,25.9,0.5,2.45,11.63,1.59,0.317,Agricultural,1349.2,0.1,0.38,0,0,0,25_92
IND_S008034,31.79146,77.51686,Jammu & Kashmir,Doda,Western_Himalayas,2093.9,10.67,121.5,-2.336,1114.4,930.3,126.4,20.6,9.42,0.89,5.74,2.05,0.502,Open_Forest,245.1,0.47,0.52,0,0,0,31_77
IND_S008035,20.07353,84.93999,Madhya Pradesh,Balaghat,Central_Plateau,501.3,1.25,93.2,-0.258,1742.7,1508.3,189.7,27.3,6.92,1.03,8.21,0.82,0.828,Dense_Forest,275.0,0.23,0.31,0,0,0,20_84
IND_S008036,33.97408,77.02225,Uttarakhand,Chamoli,Western_Himalayas,2668.8,7.08,195.9,0.237,1789.8,1380.7,183.3,19.2,3.85,0.34,1.87,2.04,0.622,Barren_Rocky,162.4,0.46,0.55,0,0,0,33_77
IND_S008037,25.56504,95.83957,Assam,Dhemaji,Eastern_Himalayas_NE,1495.8,24.5,55.0,2.051,2863.5,2380.3,249.8,25.3,0.71,1.91,4.43,0.53,0.093,Scrubland,131.9,0.4,0.19,0,0,0,25_95
IND_S008038,14.91421,80.23435,Tamil Nadu,Nilgiris,Deccan_Plateau,273.3,0.35,33.7,0.186,1163.4,821.8,129.9,26.5,6.04,0.32,5.76,0.05,0.325,Agricultural,164.7,0.15,0.44,0,0,0,14_80
IND_S008039,25.83268,79.64569,Bihar,Katihar,Indo_Gangetic_Plain,137.6,1.09,240.8,0.552,1231.1,884.8,163.6,31.5,1.84,1.81,1.91,0.89,0.743,Agricultural,1052.3,0.42,0.19,0,0,0,25_79
IND_S008040,25.29669,73.63074,Gujarat,Kutch,Arid_West,215.4,5.31,351.4,0.222,385.8,316.6,41.3,30.8,4.53,0.5,0.03,0.85,0.417,Settlement,3737.7,0.55,0.65,0,0,0,25_73
IND_S008041,23.83011,72.97433,Gujarat,Kutch,Arid_West,191.8,1.09,12.8,-0.104,351.0,306.7,60.5,33.3,4.6,0.9,2.48,1.58,0.164,Agricultural,183.6,0.33,0.48,0,0,0,23_72
IND_S008042,26.13939,94.53734,Arunachal Pradesh,Lower Subansiri,Eastern_Himalayas_NE,1203.7,18.75,128.8,1.586,1247.5,910.3,182.6,30.0,1.65,1.09,3.05,1.16,0.216,Agricultural,57.3,0.47,0.54,0,0,0,26_94
IND_S008043,30.64383,79.19986,Himachal Pradesh,Mandi,Western_Himalayas,2067.8,43.12,78.0,-0.912,1712.3,1452.4,219.8,18.9,5.3,0.57,0.56,0.92,0.681,Dense_Forest,171.1,0.17,0.2,0,0,0,30_79
IND_S008044,20.47652,84.87604,Odisha,Mayurbhanj,Central_Plateau,520.5,2.85,227.6,0.185,1647.1,1311.2,155.4,34.7,1.68,0.54,0.11,1.7,0.641,Dense_Forest,98.0,0.6,0.16,0,0,0,20_84
IND_S008045,26.92452,80.69673,Bihar,Katihar,Indo_Gangetic_Plain,224.3,2.95,151.0,-0.332,1332.4,1023.9,84.9,30.5,1.54,2.45,4.41,0.81,0.15,Agricultural,294.3,0.59,0.1,0,0,0,26_80
IND_S008046,32.45639,76.32467,Himachal Pradesh,Kullu,Western_Himalayas,2575.1,18.07,317.7,0.416,1510.6,1217.7,125.4,17.4,1.01,0.95,11.47,1.43,0.434,Settlement,2133.6,0.68,0.77,0,0,0,32_76
IND_S008047,20.44051,83.00922,Odisha,Koraput,Central_Plateau,454.2,1.18,172.0,-0.311,538.2,457.2,49.2,31.3,18.76,0.72,6.95,1.48,0.774,Dense_Forest,412.9,0.25,0.19,0,0,0,20_83
