elevation_m,slope_deg,aspect_deg,curvature,slope_instability_index,annual_rainfall_mm,monsoon_rainfall_mm,max_daily_rainfall_mm,dist_to_road_km,dist_to_river_km,ndvi,lulc_Agricultural,lulc_Barren,lulc_Barren_Rocky,lulc_Barren_Sandy,lulc_Dense_Forest,lulc_Grassland,lulc_Open_Forest,lulc_Plantation,lulc_Scrubland,lulc_Settlement,lulc_Water_Body,lulc_Wetland,landslide_label,state,district
409.4,7.58,294.2,-0.053,0.40174,603.7,520.7,103.9,0.85,17.37,0.294,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
846.6,14.92,96.1,0.631,9.41452,1636.0,1379.6,214.7,0.33,4.34,0.312,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
550.1,15.92,173.1,2.065,32.8748,2641.0,2051.3,202.5,3.23,2.93,0.71,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
126.2,7.24,218.4,-0.01,0.0724,1125.2,978.1,131.8,1.16,0.05,0.507,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Ballia
268.0,2.42,154.3,-0.042,0.10164000000000001,473.5,365.3,43.2,19.47,1.46,0.182,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
2865.0,16.36,44.1,0.038,0.62168,1415.8,1223.2,149.2,7.25,6.33,0.615,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
546.4,29.79,207.6,-0.345,10.27755,2096.5,1826.0,193.2,1.09,0.22,0.534,False,False,False,False,True,False,False,False,False,False,False,False,1,Maharashtra,Raigad
253.6,18.04,355.1,-0.042,0.75768,2525.8,2115.3,249.3,0.46,2.61,0.494,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
385.1,2.67,280.5,0.365,0.9745499999999999,1326.7,1111.3,111.9,0.88,0.49,0.753,True,False,False,False,False,False,False,False,False,False,False,False,0,Madhya Pradesh,Balaghat
234.8,18.88,223.4,0.101,1.9068800000000001,2588.7,2149.4,429.6,17.63,3.67,0.235,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
1196.6,43.23,326.2,-0.327,14.13621,3850.3,2878.6,300.0,2.43,0.55,0.02,False,False,False,True,False,False,False,False,False,False,False,False,1,Assam,Morigaon
116.8,2.93,175.9,-0.535,1.5675500000000002,1203.1,1040.2,177.3,4.61,0.56,0.563,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
255.5,1.35,134.3,0.061,0.08235,537.8,459.6,51.6,1.27,3.38,0.297,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
885.0,31.54,229.9,-0.666,21.00564,3201.2,2262.5,181.5,1.07,0.86,0.251,False,False,False,False,False,False,False,False,True,False,False,False,1,Assam,Dhemaji
2570.7,32.13,141.6,1.923,61.785990000000005,1410.8,1221.4,208.0,1.72,3.64,0.439,False,False,False,False,False,False,True,False,False,False,False,False,1,Jammu & Kashmir,Doda
348.9,14.32,24.3,-0.179,2.56328,1667.4,1397.4,194.8,5.86,4.56,0.774,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
664.1,13.52,107.6,1.872,25.309440000000002,3372.2,2534.6,472.4,1.06,0.56,0.554,True,False,False,False,False,False,False,False,False,False,False,False,1,Kerala,Wayanad
191.8,0.13,67.8,-0.241,0.03133,326.0,250.9,31.2,4.5,3.64,0.236,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
3369.7,15.71,79.5,1.701,26.722710000000003,945.2,732.9,80.5,1.71,3.07,0.297,False,False,True,False,False,False,False,False,False,False,False,False,1,Uttarakhand,Rudraprayag
1348.0,6.14,227.0,0.363,2.22882,3246.0,2777.2,550.0,2.62,2.17,0.444,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
938.4,26.12,256.1,0.011,0.28732,2810.1,2254.7,214.1,1.76,8.64,0.428,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
567.2,12.05,350.5,0.895,10.78475,2085.3,1655.4,174.7,0.61,0.12,0.213,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
416.0,1.01,261.6,-0.332,0.33532,1480.9,1299.2,186.0,2.12,7.4,0.864,False,False,False,False,False,False,False,False,False,False,True,False,0,Madhya Pradesh,Balaghat
80.0,26.38,79.9,-0.556,14.66728,2135.9,1532.1,188.1,2.1,0.39,0.538,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
399.3,2.21,211.0,-0.472,1.0431199999999998,1259.7,891.7,79.4,4.05,19.12,0.589,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
79.2,3.15,220.2,-0.328,1.0332000000000001,1317.6,1030.5,218.0,2.85,2.87,0.505,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
132.9,6.63,91.6,0.43,2.8508999999999998,285.8,218.0,20.0,2.14,0.44,0.56,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
5.0,5.02,249.6,-0.949,4.763979999999999,955.9,697.6,75.2,1.5,9.48,0.405,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
104.7,0.1,34.8,-0.163,0.016300000000000002,298.9,222.5,30.5,1.36,2.94,0.33,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
721.7,17.99,94.5,-1.467,26.39133,2594.5,2233.2,348.5,1.23,4.03,0.445,True,False,False,False,False,False,False,False,False,False,False,False,0,Arunachal Pradesh,Lower Subansiri
1104.6,33.0,354.3,0.035,1.155,2924.5,2185.2,440.9,2.63,2.59,0.29,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
115.2,2.62,155.2,-1.058,2.7719600000000004,1068.2,834.9,88.4,2.36,0.85,0.546,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
1243.9,20.46,198.6,0.51,10.434600000000001,3018.5,2113.2,269.3,0.14,1.65,0.53,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
537.4,16.39,94.3,2.104,34.48456,3209.8,2320.9,202.5,5.37,3.0,0.469,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
46.9,7.45,141.4,-0.059,0.43955,364.6,317.7,30.3,4.78,3.69,0.158,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
911.4,8.75,331.0,-0.97,8.487499999999999,2144.6,1756.3,171.2,7.01,0.51,0.297,True,False,False,False,False,False,False,False,False,False,False,False,0,Sikkim,North Sikkim
443.4,3.76,177.8,-0.355,1.3347999999999998,752.8,658.3,95.5,2.2,6.51,0.209,True,False,False,False,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
2648.3,56.11,245.6,1.451,81.41561,690.0,526.0,53.1,3.33,9.42,0.372,False,False,False,False,True,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
544.5,2.95,2.2,-0.189,0.55755,1164.2,994.1,182.3,15.76,9.88,0.913,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
345.8,0.47,166.4,-0.566,0.26602,174.0,136.0,26.4,6.19,8.1,0.522,False,False,False,False,False,False,False,False,False,True,False,False,0,Rajasthan,Barmer
525.4,24.07,60.5,0.958,23.05906,2605.9,2065.3,338.9,2.54,0.47,0.224,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
322.8,13.67,336.2,-0.297,4.05999,320.4,264.9,57.9,1.18,3.24,0.332,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
8.6,9.84,31.5,0.114,1.12176,1424.1,1241.8,212.1,3.29,0.4,0.399,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
334.4,0.38,217.0,-0.145,0.055099999999999996,494.2,371.7,56.6,0.54,1.99,0.352,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
401.9,0.8,76.9,-0.382,0.30560000000000004,1672.2,1402.7,224.0,0.97,3.02,0.92,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
118.9,1.87,259.0,-1.1,2.0570000000000004,1007.5,807.8,134.5,0.59,0.72,0.322,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
632.1,32.7,354.6,-3.858,126.15660000000001,3622.1,2923.3,427.0,8.59,4.74,0.146,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
140.7,6.86,67.6,0.276,1.8933600000000002,461.4,400.7,44.2,0.17,3.1,0.527,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
905.0,40.08,238.3,-0.683,27.37464,1681.9,1443.6,243.7,0.14,11.25,0.579,False,False,False,False,True,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
2860.3,31.02,302.3,-0.082,2.54364,1640.3,1284.7,234.0,3.51,15.26,0.565,False,False,False,False,True,False,False,False,False,False,False,False,1,Jammu & Kashmir,Doda
1587.3,30.57,21.7,-0.822,25.128539999999997,989.5,823.5,125.0,2.41,0.22,0.79,False,False,True,False,False,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
58.7,0.94,259.2,-0.207,0.19457999999999998,1008.8,737.5,93.7,4.53,0.64,0.543,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
662.1,2.69,210.8,-0.231,0.62139,1877.2,1559.1,317.0,0.79,3.76,0.784,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Koraput
2340.9,52.9,9.5,-1.036,54.8044,1551.6,1327.7,157.3,1.32,4.82,0.387,False,False,False,False,False,False,True,False,False,False,False,False,1,Himachal Pradesh,Mandi
1868.9,48.35,99.6,0.826,39.9371,1369.5,1152.3,207.6,1.18,5.15,0.389,False,False,False,False,False,False,True,False,False,False,False,False,1,Himachal Pradesh,Mandi
259.3,22.45,250.8,-0.359,8.05955,3844.1,2903.6,542.4,1.5,2.72,0.601,True,False,False,False,False,False,False,False,False,False,False,False,0,Kerala,Idukki
1013.1,24.3,23.6,2.554,62.0622,2498.1,2059.0,354.6,0.76,2.74,0.208,True,False,False,False,False,False,False,False,False,False,False,False,1,Arunachal Pradesh,Lower Subansiri
1559.1,43.86,285.2,-0.088,3.8596799999999996,1289.3,937.8,105.9,2.15,6.75,0.456,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
1478.9,34.16,133.4,-1.523,52.025679999999994,2451.9,1811.0,190.1,13.16,0.28,0.332,False,False,False,False,False,False,False,False,True,False,False,False,0,Sikkim,North Sikkim
100.9,6.35,271.1,-0.161,1.0223499999999999,366.1,290.8,47.1,2.5,9.41,0.198,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
424.3,2.95,313.5,-0.445,1.31275,770.8,636.4,97.4,7.85,2.49,0.553,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
69.1,7.13,226.8,-0.516,3.67908,801.3,582.4,127.4,0.47,0.75,0.362,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
466.5,0.21,121.0,0.188,0.03948,1082.0,827.0,154.9,1.22,0.32,0.652,False,False,False,False,False,False,False,False,False,True,False,False,0,Odisha,Mayurbhanj
1394.4,42.99,127.7,0.576,24.76224,2403.4,1792.8,352.2,3.13,0.88,0.852,False,False,False,False,True,False,False,False,False,False,False,False,1,Kerala,Wayanad
468.6,1.75,285.8,-0.355,0.62125,1819.4,1365.6,229.1,0.06,0.27,0.68,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
411.1,6.8,310.1,-0.299,2.0332,968.0,714.4,97.3,10.63,1.55,0.92,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
235.4,23.15,1.1,2.899,67.11184999999999,2300.6,1744.2,140.5,0.73,1.81,0.599,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Uttara Kannada
810.9,43.54,337.6,1.05,45.717,2856.6,2325.2,420.3,0.1,0.21,0.157,False,False,False,True,False,False,False,False,False,False,False,False,1,Sikkim,North Sikkim
3089.0,19.34,76.8,-0.305,5.8987,1274.5,1009.2,216.6,0.87,14.15,0.393,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
37.4,3.57,81.8,-0.134,0.47838,1166.1,820.8,124.2,0.9,1.14,0.471,False,False,False,False,False,False,False,False,False,False,True,False,0,Bihar,Supaul
318.8,3.5,238.7,-0.01,0.035,887.0,641.1,69.4,0.11,0.92,0.219,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
1418.8,34.87,199.2,0.633,22.072709999999997,2328.4,1910.2,195.2,0.83,0.93,0.557,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
470.1,3.35,44.0,-1.252,4.1942,1066.7,788.6,112.7,5.97,0.33,0.321,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
70.2,3.66,116.7,-0.028,0.10248,446.9,333.5,41.8,0.1,4.59,0.41,False,False,False,False,False,False,False,False,False,True,False,False,0,Gujarat,Kutch
364.9,15.12,74.4,1.653,24.99336,2715.4,1987.0,395.6,2.98,0.06,0.296,False,False,False,True,False,False,False,False,False,False,False,False,0,Meghalaya,East Khasi Hills
466.0,0.81,277.5,0.66,0.5346000000000001,748.5,642.4,55.6,14.1,6.98,0.579,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
329.6,3.57,192.0,0.552,1.9706400000000002,863.5,740.0,143.9,1.63,2.27,0.729,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
443.5,4.04,75.2,0.362,1.46248,316.3,226.7,28.4,1.57,1.17,0.245,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
178.2,0.25,38.5,-0.019,0.00475,357.4,270.9,55.5,2.84,4.59,0.427,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
494.9,5.41,103.2,-0.699,3.78159,1496.9,1117.7,188.4,6.32,24.02,0.902,False,False,False,False,False,False,False,True,False,False,False,False,0,Odisha,Mayurbhanj
1405.2,30.07,39.3,-0.036,1.08252,2437.1,2077.9,348.4,8.31,1.65,0.236,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
434.1,9.62,169.3,-0.013,0.12505999999999998,1750.5,1284.7,123.8,1.44,0.32,0.92,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
2135.3,23.9,309.6,-0.776,18.5464,1554.0,1320.9,193.2,0.58,3.81,0.401,False,False,False,False,True,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
371.8,9.27,256.0,-0.858,7.953659999999999,1467.8,1279.5,279.4,5.18,3.47,0.74,False,False,False,False,True,False,False,False,False,False,False,False,0,Odisha,Mayurbhanj
282.5,1.39,122.9,0.686,0.95354,245.4,179.5,32.8,1.63,5.45,0.145,False,False,False,False,False,False,False,False,True,False,False,False,0,Gujarat,Kutch
136.9,3.98,329.2,-0.112,0.44576,1571.7,1365.3,264.9,8.04,0.82,0.448,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
975.4,51.56,43.1,-0.679,35.009240000000005,3660.3,2719.1,228.7,3.91,4.68,0.725,False,False,False,False,True,False,False,False,False,False,False,False,0,Kerala,Wayanad
5.0,3.55,291.9,-0.293,1.04015,1141.8,897.0,177.8,6.07,0.51,0.38,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
124.3,1.23,235.3,0.605,0.74415,1328.6,1087.5,160.8,0.89,7.87,0.704,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Supaul
20.6,5.37,191.7,-0.333,1.78821,1185.1,855.4,154.6,1.63,0.58,0.501,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
268.8,3.63,106.0,-0.375,1.36125,1181.4,873.0,143.5,3.25,8.82,0.833,True,False,False,False,False,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
183.2,4.79,147.5,0.109,0.52211,531.1,377.4,68.2,1.18,5.09,0.203,False,False,False,True,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
231.2,6.78,139.7,0.635,4.3053,395.7,346.3,63.2,5.29,0.2,0.311,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
1013.0,20.21,8.3,-1.155,23.342550000000003,2735.3,2303.1,239.1,3.63,0.87,0.314,False,False,False,False,False,False,False,False,True,False,False,False,0,Arunachal Pradesh,Lower Subansiri
440.2,5.58,330.2,-0.179,0.9988199999999999,905.0,678.8,129.3,2.89,41.09,0.185,False,False,False,False,False,False,False,False,False,True,False,False,0,Telangana,Khammam
614.3,6.06,128.5,0.104,0.6302399999999999,1333.1,975.8,131.1,3.41,5.76,0.689,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
209.9,27.57,114.3,-1.6,44.112,2454.3,1893.6,383.5,9.3,5.55,0.206,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
2267.4,50.91,17.4,0.579,29.476889999999997,1797.8,1280.0,272.9,6.53,38.56,0.584,False,False,False,False,False,True,False,False,False,False,False,False,0,Himachal Pradesh,Mandi
985.8,5.48,14.9,-1.97,10.7956,3151.9,2702.3,550.0,2.63,0.77,0.14,False,False,False,False,False,False,False,False,False,True,False,False,0,Assam,Dhemaji
244.5,4.76,167.8,-0.466,2.21816,334.5,261.8,50.6,2.96,6.15,0.322,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
943.4,40.41,346.1,0.822,33.21702,2538.4,2011.4,357.6,4.27,1.4,0.833,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Uttara Kannada
484.1,4.49,246.2,-0.169,0.7588100000000001,889.4,746.9,81.8,5.05,2.35,0.908,False,False,False,False,False,False,False,True,False,False,False,False,0,Madhya Pradesh,Balaghat
1024.9,27.26,184.2,-2.881,78.53605999999999,1981.9,1651.5,343.3,2.63,0.77,0.299,False,False,False,False,False,False,False,False,True,False,False,False,1,Assam,Dhemaji
346.6,5.2,179.2,0.248,1.2896,848.7,736.8,76.0,7.32,11.68,0.687,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
1874.0,53.51,30.0,0.391,20.92241,982.9,809.2,173.1,1.05,12.67,0.702,False,False,False,False,True,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
5.0,0.47,80.5,0.229,0.10763,1476.6,1058.6,209.5,0.27,0.73,0.572,True,False,False,False,False,False,False,False,False,False,False,False,0,West Bengal,Murshidabad
466.3,11.23,139.2,-0.593,6.65939,3508.5,2562.8,353.9,2.6,3.88,0.751,False,False,False,False,False,False,False,False,False,True,False,False,0,Kerala,Wayanad
2750.3,27.73,242.1,-0.399,11.06427,1102.9,864.5,83.7,2.45,28.18,0.42,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
327.8,1.34,180.4,0.201,0.26934,1096.3,922.9,119.9,2.84,12.97,0.376,False,False,False,True,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
897.4,24.58,204.9,0.97,23.842599999999997,2313.8,1875.5,341.6,3.32,1.45,0.398,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Dhemaji
432.9,3.75,66.3,0.01,0.0375,1714.7,1384.1,151.1,3.45,3.27,0.92,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
5.0,0.13,123.2,0.011,0.00143,995.3,706.6,65.4,0.26,5.25,0.539,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Gorakhpur
965.4,32.84,114.9,-2.012,66.07408000000001,2008.1,1630.1,298.6,2.27,0.43,0.86,False,False,False,False,False,False,False,True,False,False,False,False,0,Karnataka,Uttara Kannada
2929.1,16.63,129.0,-1.169,19.44047,1226.7,965.8,137.7,1.51,5.07,0.515,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
1497.4,32.79,5.8,0.47,15.411299999999999,1496.0,1207.1,174.1,10.93,30.37,0.09,False,False,False,False,False,False,True,False,False,False,False,False,0,Uttarakhand,Rudraprayag
173.0,0.96,120.8,-0.222,0.21312,320.7,231.4,39.0,1.49,23.82,0.204,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Jaisalmer
377.3,17.47,327.5,-1.974,34.48578,1959.7,1415.5,129.5,4.97,0.38,0.299,False,False,False,True,False,False,False,False,False,False,False,False,0,Assam,Dhemaji
247.7,1.58,21.5,0.242,0.38236000000000003,1245.0,927.1,192.5,1.39,6.3,0.386,False,False,False,True,False,False,False,False,False,False,False,False,0,Tamil Nadu,Nilgiris
27.6,5.4,1.9,-0.534,2.8836000000000004,418.7,294.8,52.0,5.01,3.64,0.237,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
1848.9,18.05,158.0,2.302,41.551100000000005,3548.1,2548.2,375.7,3.23,1.09,0.105,False,False,False,False,False,False,False,False,True,False,False,False,0,Assam,Morigaon
1511.0,4.97,191.8,-1.125,5.59125,2971.5,2566.2,206.7,3.05,1.81,0.292,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
361.3,0.15,239.5,0.489,0.07335,1219.5,868.2,91.5,4.25,2.99,0.688,True,False,False,False,False,False,False,False,False,False,False,False,0,Odisha,Koraput
330.9,2.68,222.7,-0.188,0.5038400000000001,350.0,274.8,43.3,1.86,11.76,0.385,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Barmer
234.2,1.88,346.0,0.193,0.36284,446.1,368.2,49.4,0.67,6.67,0.02,False,False,False,False,False,False,False,False,True,False,False,False,0,Rajasthan,Jaisalmer
1139.0,30.28,35.0,-1.521,46.05588,1752.2,1427.7,193.7,4.65,0.05,0.709,True,False,False,False,False,False,False,False,False,False,False,False,0,Karnataka,Kodagu
574.1,0.78,149.1,0.752,0.58656,1153.0,999.8,155.1,0.85,19.02,0.606,False,False,False,False,False,False,False,False,False,True,False,False,0,Odisha,Koraput
1672.9,24.58,23.3,-0.984,24.186719999999998,1078.8,903.1,122.2,3.12,18.25,0.572,False,False,True,False,False,False,False,False,False,False,False,False,1,Himachal Pradesh,Kullu
296.1,5.75,344.1,0.228,1.311,342.5,290.5,53.6,3.77,9.57,0.171,False,False,False,True,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
212.4,1.77,84.5,-0.228,0.40356000000000003,345.8,289.8,62.7,4.22,6.97,0.234,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
1012.3,20.34,294.8,-0.193,3.92562,2474.4,1841.4,203.2,11.76,0.4,0.176,True,False,False,False,False,False,False,False,False,False,False,False,0,Assam,Morigaon
1224.1,27.88,215.2,-1.737,48.42756,2563.1,1908.9,219.4,9.31,1.57,0.311,False,False,False,False,False,False,False,False,True,False,False,False,0,Meghalaya,East Khasi Hills
1955.1,32.59,100.6,-1.105,36.011950000000006,935.7,704.4,108.7,0.62,26.0,0.714,False,False,False,False,True,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
1240.7,44.34,188.0,0.204,9.04536,3206.7,2480.2,328.0,0.63,4.87,0.02,False,False,False,False,False,False,False,False,False,True,False,False,1,Sikkim,North Sikkim
291.2,12.33,328.2,0.21,2.5892999999999997,349.8,297.2,50.7,16.9,1.77,0.514,False,False,False,False,False,False,False,False,True,False,False,False,0,Andhra Pradesh,East Godavari
8.0,1.3,67.6,0.218,0.2834,880.6,746.4,65.8,7.86,1.3,0.156,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
1304.6,14.78,271.3,2.31,34.141799999999996,1560.6,1288.7,184.0,1.25,26.4,0.388,False,False,False,False,False,False,True,False,False,False,False,False,0,Jammu & Kashmir,Doda
19.2,5.64,89.3,0.099,0.55836,1512.2,1260.8,246.7,7.09,2.12,0.269,False,False,False,False,False,False,False,False,False,True,False,False,0,Uttar Pradesh,Ballia
236.0,7.48,331.0,-0.038,0.28424,458.2,336.6,45.2,3.53,4.27,0.237,True,False,False,False,False,False,False,False,False,False,False,False,0,Rajasthan,Barmer
214.6,15.46,137.3,0.856,13.23376,2434.6,1857.4,349.6,2.9,8.48,0.756,False,False,False,False,False,False,False,True,False,False,False,False,0,Kerala,Wayanad
37.7,0.37,263.5,0.569,0.21052999999999997,1003.4,866.0,179.1,2.6,7.23,0.585,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Gorakhpur
92.8,13.88,106.1,-1.294,17.960720000000002,1021.9,838.7,144.7,3.26,0.54,0.316,True,False,False,False,False,False,False,False,False,False,False,False,0,Arunachal Pradesh,Lower Subansiri
50.5,2.18,181.7,0.802,1.7483600000000001,221.1,171.1,31.5,1.67,16.18,0.276,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
400.2,3.76,256.8,-0.109,0.40984,906.9,796.7,132.5,1.18,4.59,0.166,True,False,False,False,False,False,False,False,False,False,False,False,0,Telangana,Khammam
604.9,8.66,151.1,3.092,26.77672,2398.5,1888.1,402.8,1.11,4.36,0.095,False,False,False,False,False,False,False,False,False,True,False,False,0,Arunachal Pradesh,Lower Subansiri
619.3,9.5,173.7,-0.204,1.938,1837.1,1469.8,180.8,6.5,10.74,0.617,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
1513.5,16.56,316.8,2.657,43.999919999999996,1126.7,971.3,110.2,0.37,1.32,0.678,False,False,True,False,False,False,False,False,False,False,False,False,0,Uttarakhand,Chamoli
2685.1,28.51,318.2,-0.729,20.78379,896.8,701.3,117.8,4.42,3.07,0.373,False,False,False,False,True,False,False,False,False,False,False,False,0,Jammu & Kashmir,Doda
760.4,11.8,103.7,0.299,3.5282,4304.1,3195.6,521.2,0.02,2.52,0.663,False,False,False,False,False,False,False,True,False,False,False,False,1,Karnataka,Kodagu
77.0,0.11,293.0,-0.604,0.06644,441.0,320.7,44.1,3.2,14.74,0.126,True,False,False,False,False,False,False,False,False,False,False,False,0,Gujarat,Kutch
154.6,4.96,193.8,-0.607,3.01072,1512.1,1078.2,229.0,0.46,1.82,0.55,True,False,False,False,False,False,False,False,False,False,False,False,0,Uttar Pradesh,Ballia
454.9,4.61,251.1,-0.072,0.33192,990.3,739.8,162.7,0.85,34.31,0.65,True,False,False,False,False,False,False,False,False,False,False,False,0,Andhra Pradesh,East Godavari
154.2,1.78,132.1,-0.188,0.33464,1172.4,843.5,132.1,0.83,0.48,0.313,True,False,False,False,False,False,False,False,False,False,False,False,0,Bihar,Katihar
343.9,1.22,175.0,-0.599,0.73078,1431.7,1213.7,191.5,8.37,14.12,0.703,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
394.5,3.28,204.3,0.234,0.76752,1221.4,1035.8,188.5,3.96,29.5,0.506,False,False,False,False,True,False,False,False,False,False,False,False,0,Chhattisgarh,Bastar
1456.5,20.79,302.2,1.121,23.30559,4374.9,3160.5,440.2,0.88,0.79,0.457,False,False,False,False,False,False,False,False,True,False,False,False,1,Arunachal Pradesh,Lower Subansiri
5.0,13.7,128.8,0.092,1.2604,1191.9,1012.2,126.9,7.83,0.71,0.568,False,False,False,False,False,False,False,False,False,False,True,False,0,West Bengal,Murshidabad
