srtm_elevation_m,srtm_slope_deg,rainfall_24h_mm,rainfall_3day_mm,rainfall_7day_mm,label
2933.0,29.13337813010949,16.77,40.71,59.06,0
3505.0,33.07621211989763,17.41,46.77,62.94,1
5411.0,41.75356058913761,1.27,9.79,52.59,0
3152.0,26.6779539964146,30.63,41.94,60.11,0
29.0,1.0256851645236214,3.86,8.25,90.3,1
1870.0,20.40279278071609,21.83,35.69,48.29,1
46.0,7.260092883347992,2.85,29.370000000000005,75.86,0
544.0,28.976817364678165,42.1,67.64,79.22,1
23.0,7.341897001953773,1.04,1.05,1.31,1
0.0,0.0,33.12,72.41999999999999,216.43,1
25.0,0.936547803205134,56.88,100.21,101.73,1
1010.0,30.89953326830285,1.04,25.6,94.52,1
5930.0,29.83393945821598,9.53,21.76,39.02,0
618.0,9.113986971303966,0.51,12.67,86.44000000000001,0
2142.0,41.64767095941783,0.0,0.0,27.44,0
50.0,4.242642270919119,4.11,10.2,34.14,0
200.0,0.0,40.55,91.91,148.01999999999998,0
1213.0,7.144939615855585,0.06,2.39,2.42,0
4111.0,31.23443145404644,0.02,7.47,10.94,0
4261.0,26.93179165063479,3.64,5.6,28.92,0
1219.0,18.052059171238994,14.75,41.31,142.55,0
3451.0,9.44161598827119,7.84,11.43,13.21,1
951.0,4.038001850685792,111.15,245.79,289.23,0
741.0,27.153216314669493,2.64,3.22,4.28,0
6192.0,34.85470243302123,20.6,51.71,73.03,0
1842.0,18.39367804757252,33.61,126.05,188.0,1
88.0,2.2793545475188526,0.0,19.84,31.21,1
808.0,14.408778587162091,5.92,10.64,23.16,1
520.0,9.262112046538236,18.33,34.5,39.18,0
170.0,10.15762847180036,13.25,63.16,82.91,0
952.0,24.77132131246416,3.06,33.09,92.28,1
28.0,0.0,18.92,131.81,354.0,0
2358.0,34.76664585902739,2.83,6.82,8.88,0
1503.0,28.73081541945014,33.61,126.05,188.0,1
1552.0,19.922829817324686,61.76,146.77,195.56,1
296.0,1.0989845557640323,4.23,13.89,24.58,0
4629.0,38.19421370977621,6.2,39.91,103.47,0
165.0,5.265783483998225,108.9,188.82,239.8,0
5699.0,42.80673375074191,1.86,9.77,15.650000000000002,0
1002.0,9.486685889144889,19.89,98.05,103.59,0
558.0,34.28245493553731,2.13,14.98,37.330000000000005,0
1833.0,25.70499440133583,4.9,104.34,121.77,1
95.0,2.7771727466475022,33.21,123.36,189.67,1
2081.0,44.96324141446525,53.57,112.12,162.06,0
1624.0,22.03053346953765,9.25,79.07000000000001,120.36,1
3601.0,22.241130168890976,4.69,12.46,14.98,1
1164.0,13.776901127433725,58.29,83.93,119.33,0
60.0,3.2352064417753827,14.36,28.84,84.17,0
1233.0,26.538027774421074,26.63,29.99,49.56,1
746.0,33.16303013803268,15.54,27.34,109.15,0
781.0,0.0,2.86,6.69,86.47,1
2300.0,18.03501434293297,26.44,33.52,50.84,0
229.0,8.897329284559154,0.0,0.0,16.04,0
4407.0,47.606464816277445,3.03,29.25,43.57,0
459.0,5.847234102513656,41.81,130.14,195.29,1
562.0,0.0,15.77,36.82,118.19,0
956.0,3.818832682871486,37.65,106.15,200.45,1
286.0,0.0,102.17,137.32,150.32,0
2222.0,16.53193700859359,3.88,40.86,46.18,1
647.0,9.7135271895659,22.52,77.03,105.32,1
1464.0,34.51751463643877,5.31,82.66,101.37,1
1241.0,25.683313174886944,0.1,1.79,14.8,0
693.0,6.536941433448177,31.14,154.03000000000003,172.87,1
1501.0,22.813765471271928,17.96,37.72,46.97,1
1715.0,25.061873673052496,68.23,167.47000000000003,233.79,1
4780.0,13.655677006485698,13.27,30.48,43.46,0
166.0,2.132950279089796,9.78,14.32,21.72,0
99.0,20.03237253917104,14.74,62.96,129.34000000000003,1
2755.0,41.67230710352594,0.25,17.919999999999998,70.86999999999999,0
34.0,2.75442841103602,6.62,37.69,117.8,0
2172.0,6.457665776341533,9.65,93.78,116.73,1
1897.0,10.523133627119554,0.3,0.56,1.4,1
523.0,27.476014646447773,6.29,10.76,37.12,0
2102.0,56.2724475482747,14.7,19.55,77.02,1
19.0,8.073405381454604,55.1,265.90000000000003,322.69000000000005,1
4125.0,35.14747521498803,29.35,64.94,93.64,0
3141.0,59.00643825512731,0.0,21.05,24.87,0
4335.0,54.364813769639,28.47,56.73,67.69,0
269.0,2.8263854008378315,46.44,90.81,111.9,0
19.0,0.0,95.25,271.6,358.76,0
771.0,2.982390692858045,14.11,34.86,66.52,1
160.0,2.647620711285447,0.01,0.16,3.11,0
103.0,1.3982260800137254,6.95,10.61,166.11,0
707.0,20.415952432601863,42.7,60.1,113.85,1
1315.0,14.544184479869594,16.94,48.02,130.70000000000002,1
431.0,31.77809372877459,1.19,12.32,12.41,1
596.0,14.033001639822931,43.92,159.39,407.11000000000007,0
3268.0,22.8681874929049,10.66,22.24,22.72,1
35.0,2.965683928718281,38.4,116.59,151.07,0
2663.0,44.77531453476731,1.77,14.76,28.51,1
83.0,17.3079457888422,0.01,0.01,0.01,1
1456.0,14.569286101009892,15.77,31.91,39.47,1
3785.0,1.852254273911334,8.8,12.4,24.12,1
35.0,13.584348044823018,110.63,266.32,454.62,1
1373.0,20.93503332609938,3.7,100.7,118.29,1
341.0,1.356650177471707,0.12,16.919999999999998,89.26,1
246.0,2.1134044646011327,40.18,73.38,93.2,1
234.0,29.012646985812747,7.45,14.99,67.36,1
78.0,3.2301437505728794,40.97,118.51,183.19000000000003,0
140.0,7.454115746843003,25.29,59.4,98.19,0
130.0,2.935922268863427,8.67,12.97,18.86,0
748.0,23.10715706639549,17.12,24.76,41.67,1
721.0,13.239755820989554,4.12,19.43,59.38999999999999,1
4080.0,24.89618649693689,0.0,0.0,14.76,0
1380.0,9.18427544441587,2.74,4.43,57.96999999999999,1
3522.0,37.53296716469976,13.83,23.72,26.200000000000003,0
604.0,47.647446127812906,111.05,160.68,228.19,1
2049.0,35.90869349353838,3.95,11.79,84.86,1
1292.0,42.21739755051885,0.0,0.0,1.9,1
164.0,26.20351477967944,5.36,5.510000000000001,13.900000000000002,1
987.0,4.294902317664399,17.95,39.74,40.03,1
5271.0,38.946000660287815,0.0,0.12,10.31,0
2734.0,21.859341430513844,92.71,364.97,481.23,1
2062.0,35.27845291832481,0.65,31.23,56.81999999999999,0
1646.0,14.637633427177526,23.12,99.99,119.47,1
277.0,2.9880351710350146,12.83,48.84,104.47,0
80.0,14.522249626853444,69.18,131.46,213.96,1
2654.0,30.210233241178493,3.37,12.09,72.28,0
1895.0,42.44492810164333,26.25,66.30000000000001,110.24,0
471.0,14.550241112236318,19.37,26.57,34.53,0
55.0,32.46563871770285,49.61,236.94,409.95,1
1563.0,14.352001947229548,9.26,32.72,75.34,1
1314.0,27.6536346776632,3.84,44.34,169.17000000000002,0
21.0,4.629981483311581,61.29,220.06,326.71000000000004,0
3165.0,38.00689623991378,10.3,15.09,35.18,1
4081.0,32.991468001990214,0.0,0.0,0.0,1
3062.0,22.1608377247042,3.6,12.12,49.38000000000001,1
247.0,0.9443527786854105,0.76,3.51,14.38,0
1854.0,26.929049138336847,119.62,239.74,312.27,1
795.0,30.34177918841917,7.76,34.33,58.77,1
2053.0,15.430657391185903,10.25,20.49,29.67,0
1379.0,42.92624892146026,15.72,45.38,50.95,1
562.0,28.416753993603542,10.23,42.46000000000001,258.7,0
14.0,9.39817372634861,34.98,127.26,190.41,0
1640.0,4.253695899835195,1.67,24.25,26.85,1
1767.0,43.73623989483369,4.78,5.71,5.71,0
284.0,10.501444158270422,14.6,56.11,123.67,1
950.0,30.27625293414386,9.93,17.18,36.45,1
3266.0,24.65051363209896,32.28,54.34,62.190000000000005,0
1476.0,19.07834882489798,40.32,126.46,210.07,1
144.0,22.781453377790587,12.63,22.96,84.1,1
710.0,4.434568759688013,20.73,25.77,27.35,1
374.0,22.189693531847333,0.09,2.89,21.41,1
1767.0,27.55044535407618,79.86,103.04,118.66,1
3659.0,61.008014049164906,0.81,38.1,147.63,0
1012.0,2.115746804158198,1.28,4.2700000000000005,19.590000000000003,1
56.0,2.125092589258966,153.08,243.17,280.43,0
905.0,41.49608223543513,26.59,71.1,108.08,1
35.0,9.185000505031308,77.96,367.18,547.24,1
1571.0,13.286694596501158,14.57,35.52,150.02999999999997,1
842.0,19.85129063459709,9.83,49.66,75.08,0
452.0,42.84009383996053,27.61,102.02,155.22000000000003,1
138.0,1.3222024613849448,26.9,43.31999999999999,59.32,1
3348.0,45.50848179787449,6.72,15.73,63.56,0
179.0,26.744232985272472,3.43,18.78,96.12,1
36.0,13.797304730541445,8.18,9.42,14.66,0
835.0,32.62054594340179,15.7,26.23,96.52,1
2072.0,15.559031534206374,4.53,8.01,28.300000000000004,1
466.0,20.935780187981493,3.08,14.24,39.03,1
816.0,5.161029113717381,4.82,7.52,50.88999999999999,0
1046.0,15.059029520474398,11.06,43.88,60.77,0
794.0,28.81496569893556,21.83,35.69,48.29,1
1594.0,21.242444005519644,0.57,70.11999999999999,117.82999999999998,0
983.0,23.868974281252623,1.06,3.3400000000000003,20.43,0
288.0,2.087267696651286,0.29,29.27,341.41,1
643.0,0.926369172997235,42.7,60.1,113.85,1
4238.0,41.086036545411694,4.12,33.47,41.74,0
522.0,11.71625740306478,0.0,0.0,57.7,0
117.0,0.9279360212320218,3.3,21.88,36.34,0
1730.0,4.255676589147069,41.6,67.11,113.85,1
740.0,40.45863686250207,39.59,80.54,82.83000000000001,1
118.0,1.3873493934442505,4.74,19.380000000000003,49.82,0
8.0,3.8862414213895233,0.78,1.32,1.7200000000000002,0
4762.0,9.33958725477088,11.7,44.92,108.09,0
1348.0,10.988566845299832,7.02,51.55,272.63,1
4316.0,7.754588314013195,8.45,15.04,17.18,0
2158.0,17.25973336775588,1.73,2.07,2.33,1
214.0,11.932440871405277,167.34,274.42,485.97,0
738.0,5.011505087127019,25.08,73.22,121.17,0
84.0,5.001114116750454,6.29,16.78,42.81,0
2519.0,16.89974484671139,7.42,24.99,52.36000000000001,0
512.0,18.77453053491424,2.38,8.27,20.7,0
407.0,7.160045497826495,42.4,85.43,148.59,1
1200.0,37.01312139096882,2.42,4.21,4.21,1
37.0,9.715203996924371,86.28,184.58,251.57,1
546.0,14.310325722726304,0.0,0.34,17.82,0
1279.0,13.874043948207497,17.96,37.72,46.97,1
2668.0,19.69202208804829,1.09,5.18,10.63,1
2562.0,19.16886195900636,0.53,72.81,88.15,0
1174.0,20.127806524132986,17.15,33.61,58.16,1
52.0,9.394403640246557,65.22,143.43,175.24,0
5184.0,31.716126083958628,0.44,31.9,52.88,0
261.0,0.9279360212320218,14.8,34.91,53.93000000000001,0
2136.0,32.35609661746765,26.66,38.94,101.15,0
983.0,23.868974281252623,79.86,103.04,118.66,0
68.0,0.0,0.17,22.74,62.03,0
496.0,22.75837754400361,5.1,22.53,99.51999999999998,0
67.0,1.3913139966242567,65.67,141.91,170.66,0
23.0,3.3812915253632303,85.4,133.73000000000002,133.9,1
2267.0,40.3183439251891,40.4,61.45,86.62,1
236.0,4.73258290298148,2.9,8.77,26.599999999999994,0
212.0,3.358455432338658,22.11,25.69,64.80000000000001,0
1272.0,16.193548481425445,40.68,60.27,78.52000000000001,1
49.0,6.788301516223679,82.44,234.36,343.85,0
3325.0,40.23555490970436,0.51,7.649999999999999,21.500000000000004,0
1018.0,8.821089630664796,4.67,37.16,91.83,1
1431.0,15.833998491382577,0.0,0.0,55.85,0
4749.0,21.074977521735622,3.23,28.56,71.49000000000001,0
1143.0,8.12959685248653,5.63,34.46,86.02,1
1883.0,15.294604616522555,114.48,164.66,168.24,1
462.0,13.3078467757862,0.01,9.59,18.040000000000003,0
2268.0,25.834953165466,0.43,2.62,92.22,0
130.0,2.2742123746268543,0.04,9.63,15.079999999999998,0
75.0,2.269264851456046,3.63,38.82,97.72,0
1169.0,13.75295210397399,3.47,18.74,40.27,1
519.0,15.81679952401605,10.46,13.68,31.61,1
4015.0,59.89577625658595,3.73,35.15,46.16,0
202.0,18.6701825222014,11.41,19.1,46.34,0
348.0,2.645392661048706,16.74,49.84,84.08999999999999,0
-2.0,0.0,0.12,0.37,5.54,0
1391.0,7.835978714982545,55.03,81.26,88.77,1
193.0,1.0404997890433374,8.05,19.31,53.24,0
5097.0,25.008244293564275,22.23,25.84,43.3,0
1209.0,30.985316294932705,0.42,41.91,48.59,1
739.0,6.61651880896836,0.0,0.0,29.64,1
992.0,7.092246887671555,46.03,64.55,69.78,0
814.0,15.666379672802162,9.7,32.61,61.34,0
3776.0,42.12644280985755,47.73,106.2,120.47,0
1501.0,23.03140253394507,153.7,286.17,391.94,1
76.0,2.77965122679813,61.43,171.55,269.15,0
137.0,15.471112076163267,4.42,70.45,153.52999999999997,1
1205.0,1.0249975202040136,12.85,28.61,56.39,1
20.0,6.768441128699534,5.52,24.42,203.05,1
492.0,6.548191250775711,33.54,77.89,164.34,0
18.0,2.101940021560432,31.52,92.34,200.89,0
147.0,1.386771132207247,24.86,59.05,102.7,1
1972.0,8.454243187734525,4.67,27.47,82.35,1
309.0,13.126517641736392,54.79,112.18,129.74,1
2373.0,16.753270157707878,68.83,157.79000000000002,227.03,0
964.0,31.20357853058817,116.18,191.89,260.12,1
1993.0,17.78473162735026,11.27,28.01,49.78,0
2245.0,21.886960065273307,20.89,93.47,170.13,0
1692.0,12.55658554957204,0.09,8.4,8.4,1
1254.0,2.2734130534104127,15.93,28.57,61.51,1
1698.0,10.301528895675055,1.8,58.58,156.95,1
44.0,6.4000614826608935,6.9,31.35,60.46,0
3120.0,31.301798557577385,16.26,48.760000000000005,60.24000000000001,0
3910.0,35.726257059371505,38.84,42.5,42.720000000000006,0
703.0,17.316499169094087,0.0,0.04,19.640000000000004,1
159.0,0.9279360212320218,46.19,51.98,94.07,0
3559.0,2.997435387966549,0.0,0.0,2.87,0
39.0,0.9648430707504952,18.21,31.9,46.22,0
69.0,1.3893149039597654,28.01,46.120000000000005,63.82000000000001,0
404.0,2.647620711285447,23.23,65.77,110.24,0
3891.0,19.464501331824604,0.05,2.27,4.79,1
756.0,1.852254273911334,21.83,35.69,48.29,1
1556.0,4.429499872931827,19.94,77.7,101.9,1
932.0,15.964081894221785,50.3,69.07,78.33,1
146.0,4.185920335827043,0.82,41.78,173.81999999999996,0
137.0,0.9279360212320218,51.62,123.92,143.88,0
69.0,2.7771727466475022,126.76,191.59,231.7,1
265.0,1.0326068747089236,0.29,0.6,5.38,1
34.0,3.2352064417753827,0.0,14.78,121.47,0
318.0,8.595181951069533,26.26,52.290000000000006,82.94,1
272.0,25.893203347040103,6.33,24.99,77.75999999999999,1
1486.0,23.74809153558515,5.94,55.21,177.09,1
4841.0,26.15123552256615,4.07,30.950000000000003,41.98,0
959.0,22.82890662811208,6.37,16.77,28.53,1
1948.0,11.543842645525167,7.1,33.68,96.99,1
1626.0,22.882048049163952,2.64,28.23,90.71999999999998,1
2029.0,25.551262031296154,55.22,95.97,96.25,0
266.0,1.0953607456608705,15.51,54.85999999999999,58.60999999999999,0
1818.0,35.33446571208436,25.59,27.54,27.54,1
1023.0,25.22907104855853,20.33,86.83,149.99,1
1082.0,20.77390810350394,17.53,19.700000000000003,23.48,1
182.0,1.0306539112056314,3.82,28.3,34.12,0
153.0,3.120743417851209,40.7,70.95,160.05,1
112.0,2.1259768158641013,5.53,15.66,54.81,0
811.0,6.1333100125265805,5.48,9.52,37.7,1
551.0,14.849728000138988,13.82,79.13999999999999,128.39,0
1703.0,35.25733641791404,0.34,7.3,7.56,1
1244.0,13.873253622142329,22.11,24.15,62.26,1
4518.0,28.147586656420607,102.57,166.76999999999998,212.94,0
502.0,27.888941592312587,3.49,11.77,16.950000000000003,0
9.0,3.8297200944611607,35.49,58.510000000000005,77.22999999999999,0
78.0,0.9279360212320218,25.14,94.38,192.28000000000003,0
604.0,1.9598709367661784,111.58,271.08,318.64,0
842.0,14.870465426687918,1.42,16.560000000000002,75.15,0
3873.0,41.785513343834495,0.1,0.76,12.53,0
2259.0,48.323826632875424,0.39,16.4,51.6,1
2063.0,25.01964016839012,2.39,91.58,101.28,1
1701.0,35.00018594391471,0.0,0.07,0.18,1
405.0,11.811499777102298,2.7,6.88,21.07,0
1600.0,2.2298070849917324,0.63,8.88,49.540000000000006,0
2834.0,39.54257357010036,42.7,59.21000000000001,59.48,1
1661.0,39.85500788432167,5.26,10.01,54.06999999999999,1
259.0,2.338144076935036,31.83,52.12,83.33,0
67.0,3.5881247832894467,0.0,0.9,10.02,1
2716.0,44.53563999110244,3.2,22.42,48.45,0
1631.0,10.656367082206112,0.0,0.14,8.46,0
447.0,19.352435158845225,0.31,3.1700000000000004,25.87,1
59.0,2.0863035944519472,17.13,62.47,190.09,1
17.0,0.9803838867349928,22.99,145.2,203.48,1
3840.0,31.08963542495159,13.13,22.12,92.85,1
2139.0,35.86871076930034,16.2,53.24,116.35,1
5062.0,21.30016716660984,9.03,15.169999999999998,36.12,0
1447.0,18.41213576563324,5.84,16.36,22.51,1
216.0,0.926369172997235,0.0,0.0,5.82,1
1619.0,27.370494967842337,46.98,71.25999999999999,146.92,1
842.0,23.93713683897829,20.79,35.84,71.81,1
1735.0,19.81102643219001,26.96,28.05,29.23,1
282.0,0.926369172997235,9.96,25.21,40.32,1
804.0,2.767591398229724,5.78,14.93,47.43,1
241.0,4.247366966743851,0.14,0.6900000000000001,3.9,0
68.0,0.982003790704956,6.5,8.9,17.32,1
5576.0,24.92237894622969,6.7,11.07,19.97,0
469.0,26.776488048401934,46.55,105.61,165.01,0
1087.0,19.08033698515497,18.11,51.09,114.57,1
214.0,26.78312290225104,34.43,93.24,143.44,0
538.0,11.968045764459823,59.13,278.29,353.44,0
70.0,3.1105548092687205,3.62,44.3,197.66,0
1700.0,35.36027372118318,9.92,26.620000000000005,173.4,0
1332.0,5.060750342876847,10.3,41.39,117.9,0
1927.0,6.548191250775711,1.4,5.26,41.27000000000001,0
48.0,2.267633363462304,11.51,27.47,167.85,0
674.0,3.815124531091955,32.86,79.37,287.92,0
766.0,4.629981483311581,26.84,48.73,71.19,0
1484.0,21.17647711915332,19.11,59.31,73.96000000000001,1
16.0,4.021483100860903,45.83,152.42000000000002,231.58,1
687.0,38.41183879654881,13.13,48.39000000000001,147.95,0
3707.0,26.265107901795744,56.16,117.34,138.81,0
1447.0,20.814186705036025,35.55,111.4,157.95999999999998,1
1034.0,12.294603576837062,8.46,29.43,101.13,0
263.0,8.328452214081171,85.39,258.28,475.1,0
725.0,15.217403605452784,0.77,7.549999999999999,43.89000000000001,0
593.0,15.311524247515871,64.69,184.9,277.97,1
4023.0,37.42057457769164,4.26,9.32,9.57,0
324.0,37.359591147855866,0.46,24.83,85.99,1
875.0,58.58867918029875,51.22,113.1,160.89,0
3760.0,19.865448543329524,0.02,0.23,2.95,1
624.0,3.833162193372988,2.84,15.8,57.760000000000005,0
112.0,1.9281842643278368,29.42,61.05,101.46,0
112.0,2.076652043696068,5.96,40.98,104.68,0
1165.0,22.982670005924525,7.58,37.03,70.96000000000001,0
1222.0,17.541103920308522,7.1,31.68,46.13,1
726.0,35.7589837841325,11.92,49.72,76.83,1
247.0,0.9443527786854105,12.48,33.28,99.51,0
1862.0,28.525829141462467,11.94,39.91,93.81,1
603.0,8.407213352924948,2.27,5.33,41.57,0
391.0,18.46380319642872,5.94,36.63,68.09,0
1717.0,46.91495762766459,0.7,71.33,99.02,1
1614.0,12.101766065965856,1.77,18.96,59.88,1
2213.0,8.659465032208466,10.33,34.63,45.31,1
988.0,23.248272553867388,16.64,63.8,74.72,1
272.0,0.0,1.69,5.47,15.8,1
1655.0,11.507947198629443,5.11,24.59,122.28,1
319.0,0.9279360212320218,9.43,16.32,31.34,0
1156.0,24.38107244188538,9.24,41.260000000000005,81.91,1
41.0,5.900698486822301,22.29,30.58,45.24,1
195.0,2.8049164512640776,0.0,0.0,8.09,0
857.0,1.855385510825832,35.06,81.02,115.26,0
1551.0,19.02627568606808,0.71,17.25,66.58999999999999,1
1593.0,29.56631726951452,18.68,107.07,129.82,1
3475.0,38.61141091472319,4.97,4.97,9.96,0
1444.0,41.89167208306319,19.97,21.21,21.21,1
761.0,19.189920244513715,9.32,43.62,67.19999999999999,1
686.0,7.478464860739163,3.17,29.31,185.11,0
1450.0,24.49385858982577,0.26,1.83,3.59,1
74.0,2.78098910844063,88.48,111.11,113.73,0
1726.0,13.629654547724757,4.9,104.34,121.77,1
1064.0,39.91619716692816,8.39,19.28,50.65,1
1212.0,62.225452150126266,3.59,20.97,54.67999999999999,1
189.0,36.35141951893995,27.8,83.7,204.18,1
596.0,14.033001639822931,1.46,28.67,45.690000000000005,0
556.0,27.021028298552192,2.62,54.18,97.49,1
4782.0,48.85493201387909,0.0,0.07,2.57,1
784.0,6.105271993336535,10.33,25.98,34.18,0
4841.0,26.15123552256615,3.32,6.85,17.43,0
1315.0,6.82773211983059,30.0,64.75,122.26,1
915.0,36.03357894696324,4.61,5.0600000000000005,15.64,1
1880.0,22.765182410152747,1.82,2.92,4.62,1
575.0,20.504325237480952,2.0,5.16,51.6,1
5775.0,56.60558788040934,29.35,64.94,93.64,1
171.0,2.275879354830937,29.03,113.85,160.84,0
67.0,4.1585527359345225,21.96,86.97,120.79000000000002,0
4902.0,17.28899745910263,0.0,0.27,0.5700000000000001,1
64.0,2.125092589258966,11.86,28.34,93.53,0
781.0,17.027875409965237,10.59,21.84,62.870000000000005,0
2076.0,12.029911220112975,21.3,39.16,126.64,0
1652.0,31.622511420038585,2.52,3.09,33.26,0
2211.0,29.695736035833377,6.56,85.46,99.61,0
1450.0,25.593136843753147,0.22,61.44,92.39,1
73.0,1.3906438732530946,6.02,37.13,86.14999999999999,0
4735.0,51.84672316418472,18.97,30.01,43.13,0
90.0,2.2742123746268543,14.89,47.46,79.98,0
118.0,18.66659276297948,17.64,24.4,44.65,0
781.0,17.027875409965237,5.16,19.4,30.840000000000003,0
45.0,2.967927867986476,17.55,49.13,107.97,0
5062.0,21.30016716660984,9.15,18.07,20.07,0
3755.0,4.321414913087966,8.8,12.4,24.12,1
1567.0,7.372022511709415,1.75,19.39,44.89,0
2428.0,53.50595226491404,5.92,60.66,74.91,1
220.0,3.427415006663922,8.26,23.56,43.63999999999999,0
2324.0,35.45838743375222,14.17,29.54,68.44,0
43.0,2.071230768995057,8.33,20.72,59.47,0
23.0,8.2625731888547,30.25,117.83,156.14999999999998,1
250.0,10.289992706117484,13.73,21.07,59.55,0
4755.0,20.276745759052023,2.5,3.8,15.07,0
959.0,8.878621520266725,16.56,24.51,54.39,1
70.0,1.0386671350979773,45.18,113.26,239.94,0
1589.0,17.788281998830723,2.98,3.13,32.57,1
52.0,1.3906438732530946,0.0,0.88,2.0,0
419.0,52.2920266170672,5.97,12.65,16.34,1
2649.0,22.29389701488921,0.39,67.82,107.46,0
183.0,1.402562189114914,0.2,29.19,81.89,0
731.0,9.64293943944466,41.93,52.05,123.21,0
1569.0,10.138358485391878,7.01,19.12,53.21999999999999,1
1515.0,16.03432433908622,8.68,20.24,33.33,1
1324.0,18.341059950896508,5.45,12.18,15.91,1
825.0,32.560075145928494,0.0,0.2,0.66,1
42.0,11.142253779480956,91.4,281.92,527.1899999999999,1
857.0,13.390229846665726,35.32,74.52000000000001,118.23,0
237.0,6.172125181758627,9.88,16.200000000000003,56.43,1
341.0,18.88013972907304,26.26,52.290000000000006,82.94,1
111.0,13.246642877995091,11.55,57.69,74.6,0
422.0,18.08962125087186,0.01,1.7000000000000002,10.05,0
163.0,0.9279360212320218,0.0,0.09,9.590000000000002,0
762.0,18.649763704509223,5.78,14.93,47.43,0
2660.0,13.387345965192656,0.37,5.510000000000001,34.31999999999999,1
2048.0,13.823682164844469,9.99,15.420000000000002,22.28,0
3417.0,5.970993286746105,1.84,2.4000000000000004,3.34,1
31.0,4.2287770338582815,8.73,27.61,49.06,0
152.0,0.9279360212320218,60.25,159.35,179.95999999999998,0
1861.0,34.93596019025975,48.47,82.52,115.52,1
39.0,0.9648430707504952,31.79,119.93,167.82,0
51.0,2.944470060742882,73.43,268.21000000000004,499.22,1
4617.0,39.74634073686738,13.91,21.36,81.91,0
4617.0,39.74634073686738,7.58,8.27,10.73,0
5415.0,4.257269345953565,6.33,12.32,29.91,0
2354.0,24.70480876248841,68.83,157.79000000000002,227.03,0
735.0,37.974740545343984,15.72,45.38,50.95,1
869.0,6.540767028653907,6.29,18.64,40.38,1
151.0,7.30921254929226,7.33,22.25,69.34,0
524.0,11.612943118911502,20.69,126.23,179.39,0
907.0,23.10244557174866,0.49,1.57,8.47,1
694.0,35.57957787396177,6.7,43.95,64.78,1
494.0,28.45079180335383,5.63,18.78,23.36,1
524.0,34.77802218832971,5.93,7.31,42.21000000000001,1
1294.0,12.299812397009497,1.96,7.74,61.35,1
34.0,1.3886560245535318,65.4,93.76,111.65,0
1077.0,13.95022570481308,53.95,91.32,93.44,1
1758.0,28.224968341696744,0.55,95.19,160.69,1
62.0,16.27865508052747,24.07,54.31,150.74,0
373.0,12.885837893458396,3.8,6.5,28.03,1
1133.0,20.595739801302663,6.5,10.08,43.120000000000005,1
67.0,1.347574480402346,29.21,65.61,75.44,0
320.0,8.20358707649646,25.92,53.64,206.09,0
2445.0,36.607094663314655,46.4,90.53,195.3,0
46.0,3.107848619958056,6.46,16.61,39.190000000000005,0
2274.0,43.28983135176311,17.82,32.85,116.12,0
9.0,5.323915212350906,24.46,70.21000000000001,127.04,1
13.0,2.967274671279056,35.22,151.10000000000002,176.20000000000002,1
312.0,17.86684892489941,26.59,84.45,114.11,1
198.0,2.081873685992193,15.73,61.510000000000005,91.1,0
2758.0,26.38739342709098,11.02,58.47,118.9,1
4727.0,37.91778194402311,7.6,22.26,57.63,0
1069.0,7.8868345734809875,3.31,49.89,109.60000000000002,1
4567.0,28.964894639021505,4.68,24.94,55.83,0
863.0,19.47705322907004,48.27,57.1,59.97,0
271.0,1.4189209432710364,0.0,0.0,0.0,0
3215.0,22.86733291416055,2.89,18.06,18.12,0
1092.0,24.355017350706785,0.88,3.96,9.61,1
146.0,0.926369172997235,58.61,136.8,253.15,1
7.0,2.180115594642659,35.92,73.03,73.77000000000001,0
937.0,22.08950691895827,3.7,100.7,118.29,0
1579.0,10.877271368290502,0.4,36.17,117.56,1
733.0,24.51559955702803,5.13,13.96,29.88,1
207.0,20.83664936226788,27.96,49.14,91.26,1
252.0,1.0953607456608705,12.2,19.87,37.22,0
252.0,4.746109064284544,40.48,85.61,137.70999999999998,0
1198.0,30.46506153380801,3.31,38.3,162.19,0
196.0,7.546229063036312,18.41,37.36,97.27,0
929.0,31.87676704467252,158.4,294.73,390.77,1
1905.0,26.68768078166677,3.31,8.24,111.25,1
1562.0,40.77036050242681,13.93,42.27,87.83000000000001,1
72.0,3.606272203315682,5.82,8.24,52.34,0
289.0,1.4189209432710364,6.63,42.86000000000001,106.26999999999998,0
1279.0,35.85086576240288,13.68,14.45,14.45,1
112.0,24.77887708900005,14.34,96.98,260.91,0
102.0,6.292338395437769,1.71,53.27,97.17,0
1552.0,25.029107663161327,9.84,16.630000000000003,31.94,1
585.0,31.735828847521173,6.31,22.57,39.760000000000005,1
69.0,13.906416938742945,83.33,271.16,476.63,1
1488.0,29.19381811236892,9.7,23.9,116.61,1
292.0,1.3933471251867793,23.0,44.89,149.61,0
3307.0,52.69460824196188,21.94,49.22,94.13,1
681.0,15.991342535881016,64.69,184.9,277.97,1
540.0,2.0884172017918083,6.68,13.17,23.28,0
1278.0,24.5002815214749,4.12,48.23,77.42,0
2021.0,24.41512047626103,14.22,22.59,38.65,0
1750.0,25.89524082248493,49.45,62.53,64.23,1
1720.0,26.52198374933476,4.11,107.82,183.05,0
1663.0,26.13868365734412,1.43,38.43,46.7,1
707.0,43.13513534238503,66.14,110.05,191.6,1
1211.0,10.979775861795456,9.43,11.94,14.73,1
